"Country or Area","Unit","1995","1995 Footnotes","1996","1996 Footnotes","1997","1997 Footnotes","1998","1998 Footnotes","1999","1999 Footnotes","2000","2000 Footnotes","2001","2001 Footnotes","2002","2002 Footnotes","2003","2003 Footnotes","2004","2004 Footnotes","2005","2005 Footnotes","2006","2006 Footnotes","2007","2007 Footnotes","2008","2008 Footnotes","2009","2009 Footnotes","2010","2010 Footnotes","2011","2011 Footnotes","2012","2012 Footnotes","2013","2013 Footnotes","2014","2014 Footnotes","2015","2015 Footnotes","2016","2016 Footnotes"
"Lithuania","Thousand units","123","","143","","158.496","","154.491","","199.488","","255.696","","309.037","","351.226","","358.374","","367.354","","426.513","","345.754","","407.027","","392.73","","314.155","","343.642","","327.254","","308.334","","292.902","","243.799","","256.165","","108.662","4"
"Luxembourg","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4"
"Luxembourg","Thousand units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4"
"Malta","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4"
"Malta","Thousand units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4"
"Mexico","Mil. USD","45.0974970499694","","59.4780009307912","","90.6363105957471","","103.48026266408","","110.570716332663","","138.246727894616","","124.583326271697","","118.217162977954","","120.947046236748","","125.288337433804","","130.30043272896","","128.669502236011","","110.045654091901","","102.221829546424","","85.3592432738433","","82.0828835055376","","93.6625290631621","","91.6210799513193","","61.7523108672682","","64.2770896260659","","76.1534384252003","","45.3706254571055",""
"Mexico","Thousand units","847.044","","1123.9","","1439.2","","1536.6","","1487.5","","1914.6","","1787.5","","1669.7","","1849.1","","1918.5","","1847.4","","1953.1","","1512.8","","1274.4","","1083","","978.9","","1060.8","","1014.9","","714.1","","747.2","","863","","579.8",""
"Montenegro","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4"
"Montenegro","Thousand units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4"
"Mozambique","Thousand units","5","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Myanmar","Thousand units","","","","","2","10,11","2.05","11","2.5","11","0.167","11","2.25","11","8.926","11","28.386","11","52.812","11","47.986","11","34.872","11","53.878","11","41.839","11","63.148","11","54.038","11","58.993","11","18.265","11","","","","","","","",""
"Netherlands","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","540.762041028512","","","","544.373632823878","","622.752896967236","","556.652815701731","","524.724079084679",""
