"Country or Area","Unit","1995","1995 Footnotes","1996","1996 Footnotes","1997","1997 Footnotes","1998","1998 Footnotes","1999","1999 Footnotes","2000","2000 Footnotes","2001","2001 Footnotes","2002","2002 Footnotes","2003","2003 Footnotes","2004","2004 Footnotes","2005","2005 Footnotes","2006","2006 Footnotes","2007","2007 Footnotes","2008","2008 Footnotes","2009","2009 Footnotes","2010","2010 Footnotes","2011","2011 Footnotes","2012","2012 Footnotes","2013","2013 Footnotes","2014","2014 Footnotes","2015","2015 Footnotes","2016","2016 Footnotes"
"Poland","Mil. USD","","","","","","","","","","","","","","","","","","","","","290.713906732122","","346.807956410002","","530.175761845409","","627.886461522495","","501.611839206018","","469.770835406096","","637.663553831293","","690.579205539293","","987.592083719148","","947.015546268262","","820.347526197108","","819.066057465248",""
"Poland","Units","","","","","","","","","","","486951","","361079","","540082","","800330","","973608","","1159589","","1362316","","1689909","","1773596","","1642903","","1509150","","1936977","","2106466","","2777717","","3125496","","3124654","","3112781","2"
"Portugal","Mil. USD","","","17.1558164734095","","16.279345919019","","17.5241287293908","","18.8172711945953","","20.5235737028026","","14.8266055784736","","21.0690413485775","","24.127192612023","","16.1417493931323","","2.51057429239417","","3.58624584321675","","2.6172390549349","","4.48780502566983","","3.23688336959021","","1.06435384791609","","1.86553034204988","","3.0540877769293","","3.22122076976816","","2.81593929477763","","1.57655062491355","","2.72338532402692","2"
"Portugal","Units","","","42010","","59254","","71475","","78117","","99065","","97908","","132256","","123122","","82683","","11837","","16449","","11247","","14498","","13404","","5339","","9735","","15625","","15324","","12968","","8943","","18335","2"
"Romania","Mil. USD","","","","","","","","","","","","","","","36.7434336809414","","60.8561954624344","","115.722031845566","","154.47857869608","","192.002207204267","","273.958781913257","","","","","","","","","","","","","","315.351093926116","","","","",""
"Romania","Units","","","","","","","","","","","","","","","180333","","195512","","424721","","581518","","715897","","847842","","","","","","","","","","","","","","1259009","","","","",""
"Russian Federation","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2172382","","2639345","","2718753","","2502014","","2321297","","1945392","","2003908",""
"Spain","Mil. USD","","","","","","","","","","","","","","","","","","","551.30282542698","","524.797293936228","","408.961611760365","","","","","","","","","","","","","","","","","","","","",""
"Spain","Units","","","","","","","","","","","","","","","","","","","1762058","","1545006","","1150595","","","","","","","","","","","","","","","","","","","","",""
"Sri Lanka","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","40.587061257672","","44.9451972520538","","","","44.2137074256045","","","","","","","","","","","","",""
"Sweden","Mil. USD","","","83.5078568839367","","81.8609906511474","","72.9571846778423","","78.4273065807731","","69.742738610346","","62.3479069683389","","55.8686566224042","","65.5429215963412","","68.5818169282784","","68.3786912728852","","58.9710363761773","","64.6154551789749","","46.5339683479703","","33.1793833209412","","21.3371466322983","","12.5102733820303","","8.39968516968818","","9.15401586747491","","7.8539117608262","","7.07209551206003","","7.72483816527405",""
"Sweden","Units","","","177416","","198804","","187859","","194470","","196060","","194009","","168408","","165808","","159157","","148371","","127907.3","","122864","","85139.3","","61970.8","","44137","","21351","","17633","","17581","","15546","","17382","","19407",""
"The former Yugoslav Republic of Macedonia","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2"
"The former Yugoslav Republic of Macedonia","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2"
"Ukraine","Units","","","","","","","","","","","","","","","","","503754","","580716","","710592","","730748","","824069","","557136","","325193","","411562","","378129","","","","","","","","","","",""
"United Kingdom","Mil. USD","204.839088322764","","210.154091860475","","223.627904166008","","198.899150613267","","145.779471142335","","134.053361609952","","114.013431127682","","111.506891745393","","107.106849695292","","129.078325826651","","133.674950530153","","","","","","","","","","","","","","","","0","","0","","0","","0","2"
"United Kingdom","Units","723873","","717635","","749805","","666849","","524914","","514818","","464972","","438626","","353567","","369739","","401190","","","","","","","","","","","","","","","","0","","0","","0","","0","2"
"United States of America","Mil. USD","4851.2","4","5245.1","4","5482.2","4","5125.3","4","5061.2","4","5395.8","4","5227.1","4","5080.3","4","4993.3","4","5001.5","4","6064","4","6129","4","5510","4","4416","4","3538","4","3481","4","3512","4","3497","4","3364","4","3824","4","4095","4","4451","4"
"United States of America","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9591651","4","10375043","4","","","","","","","","","","","",""
"Uruguay","Mil. USD","","","","","1.25458505586839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Uzbekistan","Mil. USD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.8625456265911",""
"Uzbekistan","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141924",""

"fnSeqID","Footnote"
"1","All refrigerators, freezers and combined refrigerator-freezers."
"2","Calculated by the Statistics Division of the United Nations, based on Prodcom data."
"3","Including other refrigerators of the household type (44811-2)."
"4","Including all household refrigerators, freezers, combined refrigerator-freezers and parts thereof."
