,Technology Name,Country Name,num values,num years,First Year of Data,First Value,Last Year of Data,Last Value
1303,Oil Refining Capacity,CUW,10,10,2012,319.99999999999994,2021,320.0
1325,Oil Refining Capacity,UKR,42,42,1980,1133.0,2021,250.0
1353,Oil Refining Capacity,AUS,57,57,1965,462.0,2021,234.99999999999997
1299,Oil Refining Capacity,KAZ,42,42,1980,220.00000000000003,2021,400.0
1352,Oil Refining Capacity,ZAF,57,57,1965,304.99999999999994,2021,394.99999999999994
1384,Oil Refining Capacity,MEX,57,57,1965,417.0,2021,1558.0000000000002
1309,Oil Refining Capacity,BRA,57,57,1965,346.655,2021,2302.542468054889
1346,Oil Refining Capacity,SVK,57,57,1965,68.0,2021,122.0
1396,Oil Refining Capacity,PHL,57,57,1965,102.0,2021,180.0
1310,Oil Refining Capacity,USA,57,57,1965,10390.0,2021,17941.0
1345,Oil Refining Capacity,ROU,57,57,1965,241.0,2021,251.62986301369867
1397,Oil Refining Capacity,SGP,57,57,1965,50.0,2021,1461.0
1334,Oil Refining Capacity,ITA,57,57,1965,1560.0,2021,1900.0
1308,Oil Refining Capacity,IRN,57,57,1965,467.0,2021,2508.0
1326,Oil Refining Capacity,NLD,47,47,1965,703.0000000000001,2011,320.0
1349,Oil Refining Capacity,CHE,57,57,1965,42.74999999999999,2021,68.0
1395,Oil Refining Capacity,PAK,57,57,1965,52.0,2021,411.4530547945206
1329,Oil Refining Capacity,CZE,57,57,1965,24.000000000000004,2021,174.71506849315065
1304,Oil Refining Capacity,UZB,42,42,1980,175.0,2021,232.0
1330,Oil Refining Capacity,GRC,57,57,1965,36.99999999999999,2021,528.0
1331,Oil Refining Capacity,HUN,57,57,1965,90.0,2021,164.99999999999997
1305,Oil Refining Capacity,COL,57,57,1965,95.0,2021,421.0
1328,Oil Refining Capacity,DEU,57,57,1965,1747.0,2021,2120.619205479452
1332,Oil Refining Capacity,IRL,57,57,1965,45.6,2021,75.0
1333,Oil Refining Capacity,BGR,57,57,1965,54.0,2021,195.0
1392,Oil Refining Capacity,NZL,57,57,1965,61.0,2021,135.0
1390,Oil Refining Capacity,MYS,57,57,1965,118.0,2021,955.0
1306,Oil Refining Capacity,CHL,57,57,1965,79.42,2021,242.0
1327,Oil Refining Capacity,DNK,57,57,1965,53.08125,2021,180.5479452054794
1307,Oil Refining Capacity,BHR,57,57,1965,205.0,2021,259.99999999999994
1389,Oil Refining Capacity,JPN,57,57,1965,1917.0,2021,3284.9100000000003
1388,Oil Refining Capacity,IDN,57,57,1965,225.15,2021,1093.545
1351,Oil Refining Capacity,PER,57,57,1965,60.04,2021,276.00000000000006
1350,Oil Refining Capacity,TUR,57,57,1965,96.0,2021,822.0000000000001
1398,Oil Refining Capacity,KOR,57,57,1965,33.0,2021,3572.0000000000005
1344,Oil Refining Capacity,PRT,57,57,1965,24.000000000000004,2021,225.0
1347,Oil Refining Capacity,ESP,57,57,1965,311.0,2021,1586.4931506849316
1400,Oil Refining Capacity,THA,57,57,1965,45.0,2021,1244.5
1340,Oil Refining Capacity,POL,57,57,1965,86.0,2021,581.3794520547946
1300,Oil Refining Capacity,RUS,42,42,1980,6801.999999999999,2021,6861.0
1324,Oil Refining Capacity,ECU,57,57,1965,18.05,2021,174.99999999999997
1318,Oil Refining Capacity,DZA,57,57,1965,54.221917808219175,2021,656.9999999999999
1319,Oil Refining Capacity,EGY,57,57,1965,180.73972602739727,2021,795.0
1296,Oil Refining Capacity,IRQ,57,57,1965,78.99999999999999,2021,919.0
1320,Oil Refining Capacity,MAR,57,57,1965,34.13972602739726,2021,200.0
1385,Oil Refining Capacity,CHN,57,57,1965,241.49572628519337,2021,16990.260062898
1321,Oil Refining Capacity,NGA,57,57,1965,32.13150684931507,2021,475.0
1323,Oil Refining Capacity,GBR,57,57,1965,1474.0000000000002,2021,1196.8986301369864
1339,Oil Refining Capacity,NOR,57,57,1965,60.0,2021,226.0
1290,Oil Refining Capacity,FRA,57,57,1965,1411.0,2021,1139.9999999999998
1399,Oil Refining Capacity,TWN,57,57,1965,46.0,2021,1130.5
1336,Oil Refining Capacity,BEL,57,57,1965,334.99999999999994,2021,645.0
1337,Oil Refining Capacity,AUT,57,57,1965,80.0,2021,192.7890410958904
1368,Oil Refining Capacity,BGD,50,50,1972,31.0,2021,43.0
1322,Oil Refining Capacity,ARG,57,57,1965,402.325,2021,580.0
1317,Oil Refining Capacity,ARE,46,46,1976,14.999999999999998,2021,1246.0
1297,Oil Refining Capacity,AZE,42,42,1980,600.0,2021,135.0
1342,Oil Refining Capacity,VEN,57,57,1965,1120.0,2021,1302.9999999999998
1311,Oil Refining Capacity,ISR,57,57,1965,87.00000000000001,2021,301.00000000000006
1401,Oil Refining Capacity,VNM,34,34,1988,1.0000000000000002,2021,367.0
1312,Oil Refining Capacity,KWT,57,57,1965,341.99999999999994,2021,1429.9999999999998
1343,Oil Refining Capacity,TTO,57,57,1965,341.00000000000006,2021,174.99999999999997
1298,Oil Refining Capacity,BLR,42,42,1980,780.0,2021,519.9999999999999
1313,Oil Refining Capacity,OMN,40,40,1982,50.0,2021,304.0
1408,Oil Refining Capacity,FIN,57,57,1965,60.0,2021,203.71253632212537
1314,Oil Refining Capacity,QAT,57,57,1965,0.95,2021,429.0
1335,Oil Refining Capacity,LTU,37,37,1985,240.0,2021,240.98630136986304
1302,Oil Refining Capacity,RUS,15,15,1965,4518.493150684932,1979,9942.0
1315,Oil Refining Capacity,SAU,57,57,1965,303.0,2021,2904.9999999999995
4396,Onshore Wind Energy,MDA,10,10,2013,1.0,2022,101.55
4398,Onshore Wind Energy,ROU,18,18,2005,1.0,2022,3014.96
4168,Onshore Wind Energy,EST,21,21,2002,1.0,2022,315.0
4395,Onshore Wind Energy,KOR,23,23,2000,7.0,2022,1756.5
4331,Onshore Wind Energy,URY,23,23,2000,0.15,2022,1513.99
4399,Onshore Wind Energy,RUS,23,23,2000,3.0,2022,2218.0
4330,Onshore Wind Energy,VIR,10,10,2013,0.1,2022,0.1
4397,Onshore Wind Energy,REU,19,19,2004,6.6,2022,16.5
4165,Onshore Wind Energy,ECU,16,16,2007,2.4,2022,21.15
4167,Onshore Wind Energy,ERI,16,16,2007,0.83,2022,0.83
4401,Onshore Wind Energy,MEX,23,23,2000,17.0,2022,7312.1
4402,Onshore Wind Energy,KNA,13,13,2010,2.2,2022,2.2
4166,Onshore Wind Energy,EGY,23,23,2000,74.0,2022,1642.5
4403,Onshore Wind Energy,NCL,23,23,2000,3.83,2022,37.59
4333,Onshore Wind Energy,VEN,11,11,2012,30.0,2022,71.28
4329,Onshore Wind Energy,USA,23,23,2000,2377.0,2022,140820.31
4163,Onshore Wind Energy,DMA,15,15,2008,0.01,2022,0.24
4332,Onshore Wind Energy,VUT,15,15,2008,3.03,2022,3.4
4404,Onshore Wind Energy,PAK,15,15,2008,6.0,2022,1435.16
4164,Onshore Wind Energy,DOM,12,12,2011,33.45,2022,417.05
4400,Onshore Wind Energy,MUS,20,20,2003,0.18,2022,10.63
4394,Onshore Wind Energy,PRI,12,12,2011,0.01,2022,99.04
4387,Onshore Wind Energy,MRT,10,10,2013,4.4,2022,34.4
4169,Onshore Wind Energy,ETH,12,12,2011,81.0,2022,404.01
4366,Onshore Wind Energy,LUX,23,23,2000,14.0,2022,165.44
4179,Onshore Wind Energy,GRC,23,23,2000,226.0,2022,4879.13
4178,Onshore Wind Energy,DEU,23,23,2000,6095.0,2022,58186.0
4176,Onshore Wind Energy,GMB,14,14,2009,0.15,2022,1.21
4175,Onshore Wind Energy,PYF,23,23,2000,0.12,2022,0.25
4405,Onshore Wind Energy,NOR,23,23,2000,13.0,2022,5067.7
4174,Onshore Wind Energy,FRA,23,23,2000,38.0,2022,20637.98
4173,Onshore Wind Energy,FIN,23,23,2000,38.0,2022,5541.0
4386,Onshore Wind Energy,PER,23,23,2000,0.7,2022,408.99
4328,Onshore Wind Energy,GBR,23,23,2000,408.2,2022,14689.66
4172,Onshore Wind Energy,FJI,23,23,2000,0.06,2022,10.18
4388,Onshore Wind Energy,MTQ,19,19,2004,1.1,2022,14.0
4302,Onshore Wind Energy,LTU,19,19,2004,1.0,2022,814.0
4389,Onshore Wind Energy,MLT,11,11,2012,0.1,2022,0.1
4327,Onshore Wind Energy,UKR,23,23,2000,5.0,2022,1761.0
4390,Onshore Wind Energy,MDV,15,15,2008,1.41,2022,1.41
4391,Onshore Wind Energy,PHL,18,18,2005,33.0,2022,442.9
4392,Onshore Wind Energy,POL,23,23,2000,4.0,2022,7987.34
4393,Onshore Wind Energy,MDG,16,16,2007,0.02,2022,0.18
4170,Onshore Wind Energy,FLK,23,23,2000,0.26,2022,3.31
4171,Onshore Wind Energy,FRO,23,23,2000,0.15,2022,22.5
4406,Onshore Wind Energy,NIC,14,14,2009,39.9,2022,186.2
4334,Onshore Wind Energy,VNM,15,15,2008,1.3,2022,3534.0
4407,Onshore Wind Energy,NZL,23,23,2000,36.0,2022,912.0
4138,Onshore Wind Energy,ISR,21,21,2002,6.0,2022,27.25
4139,Onshore Wind Energy,GUY,23,23,2000,0.01,2022,0.08
4162,Onshore Wind Energy,DNK,23,23,2000,2340.07,2022,4782.24
4108,Onshore Wind Energy,CHN,23,23,2000,341.0,2022,335504.19
4140,Onshore Wind Energy,HND,12,12,2011,102.0,2022,238.9
4141,Onshore Wind Energy,HUN,22,22,2001,1.0,2022,324.0
4109,Onshore Wind Energy,TWN,23,23,2000,2.6,2022,836.06
4136,Onshore Wind Energy,CUW,23,23,2000,12.0,2022,47.25
4142,Onshore Wind Energy,ISL,10,10,2013,2.0,2022,1.8
4144,Onshore Wind Energy,IDN,16,16,2007,0.1,2022,154.31
4145,Onshore Wind Energy,IRN,23,23,2000,11.0,2022,342.0
4146,Onshore Wind Energy,IRL,23,23,2000,116.5,2022,4593.84
4147,Onshore Wind Energy,ITA,23,23,2000,363.0,2022,11749.73
4102,Onshore Wind Energy,BGR,19,19,2004,1.0,2022,704.38
4148,Onshore Wind Energy,CYP,19,19,2004,0.23,2022,157.5
4149,Onshore Wind Energy,JAM,19,19,2004,20.7,2022,99.0
4143,Onshore Wind Energy,IND,23,23,2000,941.0,2022,41929.78
4135,Onshore Wind Energy,HRV,19,19,2004,6.0,2022,1042.9
4134,Onshore Wind Energy,BRB,23,23,2000,0.04,2022,1.16
4133,Onshore Wind Energy,BGD,17,17,2006,0.9,2022,2.9
4101,Onshore Wind Energy,VGB,13,13,2010,0.5,2022,0.8
4100,Onshore Wind Energy,BRA,23,23,2000,22.0,2022,24163.13
4099,Onshore Wind Energy,BIH,12,12,2011,0.3,2022,135.0
4098,Onshore Wind Energy,BES,16,16,2007,0.33,2022,11.13
4097,Onshore Wind Energy,BOL,13,13,2010,0.1,2022,131.4
4104,Onshore Wind Energy,KHM,14,14,2009,0.25,2022,0.25
4105,Onshore Wind Energy,CAN,23,23,2000,92.0,2022,15295.46
4125,Onshore Wind Energy,AFG,11,11,2012,0.1,2022,0.4
4126,Onshore Wind Energy,ARG,23,23,2000,14.11,2022,3309.32
4127,Onshore Wind Energy,ARM,18,18,2005,2.64,2022,2.93
4128,Onshore Wind Energy,ABW,14,14,2009,30.0,2022,30.0
4129,Onshore Wind Energy,AUS,23,23,2000,33.0,2022,10134.0
4106,Onshore Wind Energy,CUB,23,23,2000,0.45,2022,11.75
4107,Onshore Wind Energy,CHL,22,22,2001,2.0,2022,3829.68
4130,Onshore Wind Energy,AUT,23,23,2000,50.0,2022,3735.81
4131,Onshore Wind Energy,AZE,14,14,2009,2.0,2022,66.0
4132,Onshore Wind Energy,BHR,15,15,2008,0.68,2022,0.74
4150,Onshore Wind Energy,JPN,23,23,2000,84.0,2022,4516.0
4430,Onshore Wind Energy,THA,17,17,2006,0.34,2022,1545.3
4103,Onshore Wind Energy,CPV,21,21,2002,2.1,2022,27.8
4429,Onshore Wind Energy,TUN,23,23,2000,10.65,2022,245.0
4418,Onshore Wind Energy,SVK,20,20,2003,3.0,2022,4.0
4151,Onshore Wind Energy,JOR,23,23,2000,1.4,2022,614.01
4156,Onshore Wind Energy,LVA,23,23,2000,2.0,2022,136.13
4157,Onshore Wind Energy,LBN,11,11,2012,0.5,2022,3.0
4113,Onshore Wind Energy,BLZ,23,23,2000,0.02,2022,0.02
4416,Onshore Wind Energy,SYC,10,10,2013,6.0,2022,6.0
4158,Onshore Wind Energy,GLP,23,23,2000,7.3,2022,51.58
4415,Onshore Wind Energy,PAN,10,10,2013,20.0,2022,270.0
4414,Onshore Wind Energy,PRT,23,23,2000,83.0,2022,5430.33
4155,Onshore Wind Energy,KWT,10,10,2013,2.4,2022,12.4
4413,Onshore Wind Energy,TUR,23,23,2000,19.0,2022,11396.2
4159,Onshore Wind Energy,GRD,15,15,2008,0.08,2022,0.08
4412,Onshore Wind Energy,MNG,23,23,2000,0.01,2022,155.99
4411,Onshore Wind Energy,MAR,23,23,2000,54.0,2022,1556.0
4410,Onshore Wind Energy,NAM,18,18,2005,0.22,2022,5.23
4409,Onshore Wind Energy,NPL,10,10,2013,0.07,2022,0.2
4160,Onshore Wind Energy,CZE,23,23,2000,2.0,2022,339.41
4161,Onshore Wind Energy,PRK,15,15,2008,0.2,2022,0.6
4115,Onshore Wind Energy,BLR,23,23,2000,0.25,2022,111.7
4408,Onshore Wind Energy,NLD,23,23,2000,447.0,2022,6089.87
4114,Onshore Wind Energy,BEL,23,23,2000,14.0,2022,2989.6
4112,Onshore Wind Energy,CRI,23,23,2000,42.5,2022,390.22
4417,Onshore Wind Energy,CHE,23,23,2000,3.0,2022,87.12
4424,Onshore Wind Energy,SGS,23,23,2000,0.01,2022,0.01
4426,Onshore Wind Energy,SWE,23,23,2000,196.0,2022,14364.0
4111,Onshore Wind Energy,COK,20,20,2003,0.04,2022,0.04
4423,Onshore Wind Energy,ZAF,21,21,2002,3.16,2022,3102.5
4427,Onshore Wind Energy,SYR,19,19,2004,0.6,2022,0.6
4422,Onshore Wind Energy,ESP,23,23,2000,2206.0,2022,29302.84
4152,Onshore Wind Energy,KAZ,11,11,2012,1.5,2022,1107.75
4421,Onshore Wind Energy,LKA,23,23,2000,3.0,2022,252.0
4425,Onshore Wind Energy,SRB,11,11,2012,0.5,2022,398.0
4420,Onshore Wind Energy,SOM,11,11,2012,2.2,2022,3.55
4110,Onshore Wind Energy,COL,19,19,2004,20.0,2022,18.42
4419,Onshore Wind Energy,SVN,11,11,2012,2.0,2022,3.33
4428,Onshore Wind Energy,TON,10,10,2013,0.01,2022,1.32
4154,Onshore Wind Energy,,13,13,2010,1.0,2022,138.75
4153,Onshore Wind Energy,KEN,23,23,2000,0.4,2022,436.1
5877,PCV3 Vaccine,BDI,11,11,2011,0.14,2021,0.94
5633,PCV3 Vaccine,BRB,13,13,2009,0.75,2021,0.83
5854,PCV3 Vaccine,CHL,11,11,2011,0.54,2021,0.92
5620,PCV3 Vaccine,NZL,13,13,2009,0.87,2021,0.95
5626,PCV3 Vaccine,DNK,13,13,2009,0.86,2021,0.96
5749,PCV3 Vaccine,GBR,12,12,2010,0.89,2021,0.91
5756,PCV3 Vaccine,MAR,12,12,2010,0.01,2021,0.98
5753,PCV3 Vaccine,FSM,12,12,2010,0.7,2021,0.7
5557,PCV3 Vaccine,SWE,14,14,2008,0.6,2021,0.97
5938,PCV3 Vaccine,KAZ,10,10,2012,0.37,2021,0.93
5973,PCV3 Vaccine,MWI,10,10,2012,0.99,2021,0.93
5870,PCV3 Vaccine,ALB,11,11,2011,0.99,2021,0.89
5858,PCV3 Vaccine,COD,11,11,2011,0.03,2021,0.63
5628,PCV3 Vaccine,CRI,13,13,2009,0.48,2021,0.92
5833,PCV3 Vaccine,LVA,11,11,2011,0.76,2021,0.92
5850,PCV3 Vaccine,CMR,11,11,2011,0.23,2021,0.67
5560,PCV3 Vaccine,DEU,14,14,2008,0.68,2021,0.82
5947,PCV3 Vaccine,GRC,10,10,2012,0.32,2021,0.96
5946,PCV3 Vaccine,GHA,10,10,2012,0.43,2021,0.98
5558,PCV3 Vaccine,CHE,14,14,2008,0.13,2021,0.88
5588,PCV3 Vaccine,SGP,13,13,2009,0.17,2021,0.82
5587,PCV3 Vaccine,SVK,13,13,2009,0.99,2021,0.97
6012,PCV3 Vaccine,PSE,10,10,2012,0.25,2021,0.95
5582,PCV3 Vaccine,ZAF,13,13,2009,0.1,2021,0.87
5581,PCV3 Vaccine,TUR,13,13,2009,0.97,2021,0.96
5578,PCV3 Vaccine,QAT,13,13,2009,0.99,2021,0.98
5825,PCV3 Vaccine,NIC,11,11,2011,0.61,2021,0.87
5827,PCV3 Vaccine,MLI,11,11,2011,0.56,2021,0.77
5770,PCV3 Vaccine,PAN,12,12,2010,0.48,2021,0.74
5561,PCV3 Vaccine,KWT,14,14,2008,0.99,2021,0.96
5769,PCV3 Vaccine,RWA,12,12,2010,0.97,2021,0.88
5802,PCV3 Vaccine,YEM,11,11,2011,0.41,2021,0.72
5837,PCV3 Vaccine,SLE,11,11,2011,0.75,2021,0.9
5567,PCV3 Vaccine,PLW,14,14,2008,0.07,2021,0.77
5562,PCV3 Vaccine,USA,14,14,2008,0.93,2021,0.82
5565,PCV3 Vaccine,AUS,14,14,2008,0.91,2021,0.96
5564,PCV3 Vaccine,ITA,14,14,2008,0.6,2021,0.91
5813,PCV3 Vaccine,ISR,11,11,2011,0.92,2021,0.95
5844,PCV3 Vaccine,JPN,11,11,2011,0.98,2021,0.95
5847,PCV3 Vaccine,KEN,11,11,2011,0.85,2021,0.92
6016,PCV3 Vaccine,ZWE,10,10,2012,0.21,2021,0.86
5853,PCV3 Vaccine,CAF,11,11,2011,0.08,2021,0.4
5591,PCV3 Vaccine,SAU,13,13,2009,0.98,2021,0.97
5711,PCV3 Vaccine,BGR,12,12,2010,0.69,2021,0.86
5635,PCV3 Vaccine,BHS,13,13,2009,0.03,2021,0.82
5654,PCV3 Vaccine,OMN,13,13,2009,0.96,2021,0.99
5655,PCV3 Vaccine,NIU,13,13,2009,0.99,2021,0.99
5898,PCV3 Vaccine,HND,11,11,2011,0.78,2021,0.77
5656,PCV3 Vaccine,NLD,13,13,2009,0.96,2021,0.93
5744,PCV3 Vaccine,SLV,12,12,2010,0.69,2021,0.94
5725,PCV3 Vaccine,FIN,12,12,2010,0.92,2021,0.82
5882,PCV3 Vaccine,BEN,11,11,2011,0.36,2021,0.73
5704,PCV3 Vaccine,ECU,12,12,2010,0.17,2021,0.62
5736,PCV3 Vaccine,URY,12,12,2010,0.91,2021,0.94
5895,PCV3 Vaccine,GUY,11,11,2011,0.5,2021,0.99
5697,PCV3 Vaccine,COL,12,12,2010,0.22,2021,0.84
5726,PCV3 Vaccine,FRA,12,12,2010,0.89,2021,0.92
5727,PCV3 Vaccine,GMB,12,12,2010,0.99,2021,0.78
5883,PCV3 Vaccine,HUN,11,11,2011,0.84,2021,0.99
5958,PCV3 Vaccine,ARG,10,10,2012,0.41,2021,0.74
5701,PCV3 Vaccine,IRL,12,12,2010,0.43,2021,0.85
5661,PCV3 Vaccine,MHL,13,13,2009,0.49,2021,0.61
5548,PCV3 Vaccine,NOR,14,14,2008,0.86,2021,0.96
5549,PCV3 Vaccine,BHR,14,14,2008,0.14,2021,0.99
5934,PCV3 Vaccine,ISL,10,10,2012,0.86,2021,0.92
5983,PCV3 Vaccine,TTO,10,10,2012,0.39,2021,0.95
5554,PCV3 Vaccine,MEX,14,14,2008,0.14,2021,0.83
5906,PCV3 Vaccine,ETH,11,11,2011,0.12,2021,0.61
5551,PCV3 Vaccine,CAN,14,14,2008,0.42,2021,0.84
5556,PCV3 Vaccine,LUX,14,14,2008,0.86,2021,0.96
5741,PCV3 Vaccine,ARE,12,12,2010,0.94,2021,0.95
5710,PCV3 Vaccine,BRA,12,12,2010,0.24,2021,0.69
5974,PCV3 Vaccine,COG,10,10,2012,0.1,2021,0.75
5649,PCV3 Vaccine,PER,13,13,2009,0.09,2021,0.75
5967,PCV3 Vaccine,BWA,10,10,2012,0.52,2021,0.9
5914,PCV3 Vaccine,PRY,10,10,2012,0.82,2021,0.62
5966,PCV3 Vaccine,BEL,10,10,2012,0.93,2021,0.94
3162,POL3 Vaccine,FSM,35,35,1987,0.56,2021,0.72
2266,POL3 Vaccine,SOM,42,42,1980,0.08,2021,0.47
2729,POL3 Vaccine,CHN,40,40,1982,0.8,2021,0.99
2225,POL3 Vaccine,THA,42,42,1980,0.19,2021,0.97
2267,POL3 Vaccine,SLB,42,42,1980,0.43,2021,0.84
2176,POL3 Vaccine,COK,42,42,1980,0.39,2021,0.98
2719,POL3 Vaccine,JPN,40,40,1982,0.95,2021,0.96
2177,POL3 Vaccine,CUB,42,42,1980,0.99,2021,0.98
2175,POL3 Vaccine,COG,42,42,1980,0.42,2021,0.75
2162,POL3 Vaccine,DEU,42,42,1980,0.8,2021,0.91
2268,POL3 Vaccine,SGP,42,42,1980,0.83,2021,0.96
2270,POL3 Vaccine,SAU,42,42,1980,0.41,2021,0.97
3506,POL3 Vaccine,UKR,30,30,1992,0.89,2021,0.78
2140,POL3 Vaccine,GTM,42,42,1980,0.43,2021,0.67
2732,POL3 Vaccine,MAR,40,40,1982,0.32,2021,0.99
3522,POL3 Vaccine,SRB,30,30,1992,0.84,2021,0.92
2163,POL3 Vaccine,GMB,42,42,1980,0.53,2021,0.89
3153,POL3 Vaccine,MHL,35,35,1987,0.33,2021,0.85
2235,POL3 Vaccine,SYR,42,42,1980,0.13,2021,0.52
2174,POL3 Vaccine,COL,42,42,1980,0.16,2021,0.86
2168,POL3 Vaccine,BWA,42,42,1980,0.46,2021,0.96
2169,POL3 Vaccine,BRA,42,42,1980,0.69,2021,0.68
3456,POL3 Vaccine,CAN,31,31,1987,0.86,2021,0.92
2170,POL3 Vaccine,BRN,42,42,1980,0.89,2021,0.99
2249,POL3 Vaccine,SUR,42,42,1980,0.24,2021,0.72
2166,POL3 Vaccine,BTN,42,42,1980,0.04,2021,0.98
2171,POL3 Vaccine,BGR,42,42,1980,0.99,2021,0.89
2165,POL3 Vaccine,CRI,42,42,1980,0.86,2021,0.99
3524,POL3 Vaccine,SVN,30,30,1992,0.98,2021,0.86
3180,POL3 Vaccine,MCO,34,34,1988,0.99,2021,0.99
2722,POL3 Vaccine,GIN,40,40,1982,0.15,2021,0.48
2076,POL3 Vaccine,WSM,42,42,1980,0.29,2021,0.8
2242,POL3 Vaccine,SWE,42,42,1980,0.97,2021,0.98
3479,POL3 Vaccine,NAM,31,31,1991,0.7,2021,0.92
2173,POL3 Vaccine,CHL,42,42,1980,0.93,2021,0.95
3166,POL3 Vaccine,PLW,35,35,1987,0.98,2021,0.95
2262,POL3 Vaccine,LKA,42,42,1980,0.46,2021,0.96
2072,POL3 Vaccine,ARE,42,42,1980,0.11,2021,0.96
2164,POL3 Vaccine,FRA,42,42,1980,0.8,2021,0.96
2167,POL3 Vaccine,BOL,42,42,1980,0.14,2021,0.7
2172,POL3 Vaccine,CAF,42,42,1980,0.13,2021,0.46
2622,POL3 Vaccine,CMR,41,41,1981,0.05,2021,0.7
3705,POL3 Vaccine,CZE,29,29,1993,0.99,2021,0.94
2038,POL3 Vaccine,TUV,42,42,1980,0.23,2021,0.87
2190,POL3 Vaccine,PER,42,42,1980,0.16,2021,0.79
3085,POL3 Vaccine,BEN,37,37,1985,0.16,2021,0.75
5041,POL3 Vaccine,TLS,20,20,2002,0.38,2021,0.86
2191,POL3 Vaccine,POL,42,42,1980,0.96,2021,0.91
2614,POL3 Vaccine,DZA,41,41,1981,0.31,2021,0.91
3639,POL3 Vaccine,BIH,30,30,1992,0.65,2021,0.73
2615,POL3 Vaccine,BGD,41,41,1981,0.01,2021,0.98
1996,POL3 Vaccine,TZA,42,42,1980,0.57,2021,0.7
3573,POL3 Vaccine,LTU,30,30,1992,0.88,2021,0.9
3582,POL3 Vaccine,RUS,30,30,1992,0.69,2021,0.97
3583,POL3 Vaccine,LVA,30,30,1992,0.95,2021,0.94
3625,POL3 Vaccine,KAZ,30,30,1992,0.87,2021,0.95
3624,POL3 Vaccine,UZB,30,30,1992,0.85,2021,0.99
3585,POL3 Vaccine,HRV,30,30,1992,0.85,2021,0.92
3619,POL3 Vaccine,BLR,30,30,1992,0.9,2021,0.97
2616,POL3 Vaccine,BDI,41,41,1981,0.39,2021,0.94
3615,POL3 Vaccine,ARM,30,30,1992,0.92,2021,0.93
3613,POL3 Vaccine,AZE,30,30,1992,0.63,2021,0.93
3612,POL3 Vaccine,MDA,30,30,1992,0.93,2021,0.88
2634,POL3 Vaccine,MLT,41,41,1981,0.75,2021,0.99
3610,POL3 Vaccine,KGZ,30,30,1992,0.91,2021,0.9
3603,POL3 Vaccine,GEO,30,30,1992,0.68,2021,0.85
3556,POL3 Vaccine,TKM,30,30,1992,0.91,2021,0.97
2189,POL3 Vaccine,FJI,42,42,1980,0.55,2021,0.99
2188,POL3 Vaccine,ETH,42,42,1980,0.03,2021,0.68
3093,POL3 Vaccine,ROU,37,37,1985,0.92,2021,0.86
3702,POL3 Vaccine,ERI,29,29,1993,0.32,2021,0.95
2221,POL3 Vaccine,PRT,42,42,1980,0.18,2021,0.99
2482,POL3 Vaccine,NER,41,41,1981,0.06,2021,0.82
2178,POL3 Vaccine,FIN,42,42,1980,0.9,2021,0.89
3683,POL3 Vaccine,PSE,29,29,1993,0.94,2021,0.95
2161,POL3 Vaccine,MDV,42,42,1980,0.04,2021,0.97
2179,POL3 Vaccine,CYP,42,42,1980,0.35,2021,0.96
2054,POL3 Vaccine,GBR,42,42,1980,0.81,2021,0.93
3678,POL3 Vaccine,MKD,29,29,1993,0.99,2021,0.81
2012,POL3 Vaccine,YEM,42,42,1980,0.01,2021,0.66
2011,POL3 Vaccine,VEN,42,42,1980,0.95,2021,0.5
3706,POL3 Vaccine,EST,29,29,1993,0.67,2021,0.89
3545,POL3 Vaccine,TJK,30,30,1992,0.61,2021,0.97
2008,POL3 Vaccine,USA,42,42,1980,0.95,2021,0.92
2181,POL3 Vaccine,COD,42,42,1980,0.15,2021,0.65
3109,POL3 Vaccine,CHE,36,36,1986,0.98,2021,0.96
2182,POL3 Vaccine,DNK,42,42,1980,0.99,2021,0.97
2183,POL3 Vaccine,DMA,42,42,1980,0.53,2021,0.92
3103,POL3 Vaccine,SEN,36,36,1986,0.55,2021,0.78
2047,POL3 Vaccine,TUR,42,42,1980,0.63,2021,0.95
2184,POL3 Vaccine,DOM,42,42,1980,0.46,2021,0.83
2185,POL3 Vaccine,ECU,42,42,1980,0.19,2021,0.62
2186,POL3 Vaccine,EGY,42,42,1980,0.67,2021,0.96
2187,POL3 Vaccine,SLV,42,42,1980,0.42,2021,0.79
2180,POL3 Vaccine,PRK,41,41,1980,0.5,2020,0.7
2271,POL3 Vaccine,VCT,42,42,1980,0.26,2021,0.99
2139,POL3 Vaccine,GRD,42,42,1980,0.32,2021,0.72
3979,POL3 Vaccine,AND,25,25,1997,0.9,2021,0.98
2149,POL3 Vaccine,IRL,42,42,1980,0.72,2021,0.94
2870,POL3 Vaccine,GNB,39,39,1983,0.03,2021,0.23
2127,POL3 Vaccine,NIC,42,42,1980,0.21,2021,0.88
2126,POL3 Vaccine,NIU,42,42,1980,0.76,2021,0.99
2872,POL3 Vaccine,ITA,39,39,1983,0.9,2021,0.94
1959,POL3 Vaccine,TTO,42,42,1980,0.38,2021,0.94
2123,POL3 Vaccine,OMN,42,42,1980,0.18,2021,0.99
2887,POL3 Vaccine,NRU,38,38,1984,0.52,2021,0.98
2888,POL3 Vaccine,NGA,38,38,1984,0.08,2021,0.53
2893,POL3 Vaccine,CIV,38,38,1984,0.11,2021,0.73
2894,POL3 Vaccine,COM,38,38,1984,0.32,2021,0.89
2895,POL3 Vaccine,TCD,38,38,1984,0.04,2021,0.58
