,Technology Name,Country Name,num values,num years,First Year of Data,First Value,Last Year of Data,Last Value
222,Natural Gas Pipelines,BOL,52,52,1972,88.28,2023,1012.28
223,Natural Gas Pipelines,BRA,50,50,1974,225.0,2023,4845.3
224,Natural Gas Pipelines,BRN,52,52,1972,39.0,2023,39.0
225,Natural Gas Pipelines,BGR,49,49,1975,81.0,2023,910.0
264,Natural Gas Pipelines,NGA,35,35,1989,342.0,2023,2435.0
265,Natural Gas Pipelines,PER,20,20,2004,730.0,2023,730.0
266,Natural Gas Pipelines,PHL,22,22,2002,518.7,2023,520.0
280,Natural Gas Pipelines,ESP,45,45,1979,872.59,2023,8925.63
268,Natural Gas Pipelines,JPN,71,71,1953,11.0,2023,3729.33
269,Natural Gas Pipelines,ITA,64,64,1960,322.1,2023,8996.0
270,Natural Gas Pipelines,TZA,20,20,2004,225.0,2023,758.0
271,Natural Gas Pipelines,THA,43,43,1981,576.0,2023,4372.35
272,Natural Gas Pipelines,CHE,50,50,1974,293.0,2023,293.0
273,Natural Gas Pipelines,IRQ,36,36,1988,405.51,2023,405.51
274,Natural Gas Pipelines,IRN,54,54,1970,1104.0,2023,6579.0
275,Natural Gas Pipelines,IDN,48,48,1976,57.0,2023,4293.3
276,Natural Gas Pipelines,IND,57,57,1967,105.0,2023,29809.14
267,Natural Gas Pipelines,TWN,22,22,2002,658.0,2023,814.8
258,Natural Gas Pipelines,ROU,20,20,2004,31.45,2023,834.6
1710,Natural Gas Production,PER,52,52,1970,0.3975125,2021,11.483049304384636
1709,Natural Gas Production,COL,52,52,1970,1.249325,2021,12.566442702400122
1708,Natural Gas Production,IDN,52,52,1970,1.2789,2021,59.29194330266025
1707,Natural Gas Production,BRA,52,52,1970,0.081101238938053,2021,24.33267807291687
1705,Natural Gas Production,MYS,51,51,1971,0.0828749150489384,2021,74.19054052008153
1681,Natural Gas Production,QAT,52,52,1970,1.0401750000000003,2021,176.9803994411322
1684,Natural Gas Production,ARE,52,52,1970,0.8121750000000001,2021,56.99416559144608
1660,Natural Gas Production,ROU,52,52,1970,21.742856050000004,2021,8.464478834010142
1659,Natural Gas Production,IND,52,52,1970,0.6328466202712499,2021,28.538813383206804
1658,Natural Gas Production,POL,52,52,1970,5.119325,2021,3.8702206308818887
1657,Natural Gas Production,NOR,45,45,1977,2.63498825,2021,114.3168477275
1656,Natural Gas Production,NLD,52,52,1970,27.916666666666668,2021,18.1
1655,Natural Gas Production,DZA,52,52,1970,2.4380125,2021,100.77375
1654,Natural Gas Production,KWT,52,52,1970,1.9351499999999997,2021,17.393453312186253
1662,Natural Gas Production,UKR,37,37,1985,40.58210422812192,2021,18.582212389380533
1713,Natural Gas Production,YEM,13,13,2009,0.7818999999999999,2021,0.39775
1712,Natural Gas Production,VEN,52,52,1970,8.558100000000001,2021,23.977126628818752
1711,Natural Gas Production,TTO,52,52,1970,1.7767575,2021,24.722997071116467
1663,Natural Gas Production,BRN,52,52,1970,0.213525,2021,11.534708847393818
1664,Natural Gas Production,GBR,52,52,1970,10.949645,2021,32.69774880000001
1665,Natural Gas Production,AZE,37,37,1985,13.739355,2021,31.80831575
1666,Natural Gas Production,KAZ,37,37,1985,3.867877575736243,2021,31.97420919128326
1668,Natural Gas Production,BGD,51,51,1971,0.4456375,2021,24.14277526060925
1669,Natural Gas Production,AUS,52,52,1970,1.7303974619999998,2021,147.2188974920868
1670,Natural Gas Production,RUS,37,37,1985,424.8812241887905,2021,701.6674041297935
1671,Natural Gas Production,NGA,52,52,1970,0.10545,2021,45.91332366498518
1672,Natural Gas Production,TKM,37,37,1985,78.73193215339232,2021,79.28359513274339
1673,Natural Gas Production,LBY,52,52,1970,0.2793,2021,12.396907477072064
1674,Natural Gas Production,EGY,52,52,1970,0.0818125,2021,67.799430545
1675,Natural Gas Production,RUS,15,15,1970,187.5013864311874,1984,556.4086710433679
1676,Natural Gas Production,UZB,37,37,1985,32.73635693215339,2021,50.91880530973451
1677,Natural Gas Production,BHR,52,52,1970,0.6501170000000001,2021,17.228249467898337
1678,Natural Gas Production,IRN,52,52,1970,3.495453839701512,2021,256.65016561297466
1679,Natural Gas Production,IRQ,52,52,1970,0.741,2021,9.354809425258342
1680,Natural Gas Production,OMN,44,44,1978,0.3025425,2021,41.79221507992816
1683,Natural Gas Production,SYR,46,46,1976,0.0314,2021,2.8781321701443745
1686,Natural Gas Production,ITA,52,52,1970,12.581549999999998,2021,3.184140621132475
1682,Natural Gas Production,SAU,52,52,1970,1.53615,2021,117.28698420288887
1661,Natural Gas Production,CHN,52,52,1970,2.892576204523107,2021,209.2128810226155
1704,Natural Gas Production,BOL,52,52,1970,0.041868,2021,15.088104353543162
1693,Natural Gas Production,VNM,41,41,1981,0.00965,2021,7.1217000000000015
1702,Natural Gas Production,MMR,52,52,1970,0.00736875,2021,16.94022743206006
1698,Natural Gas Production,MEX,52,52,1970,11.030307247353802,2021,29.241314128957576
1695,Natural Gas Production,CAN,52,52,1970,54.01627500000001,2021,172.3191922349319
1694,Natural Gas Production,THA,41,41,1981,0.2725560952738544,2021,31.525940764302582
1696,Natural Gas Production,PAK,52,52,1970,2.9103925,2021,32.6767953945
1687,Natural Gas Production,DEU,52,52,1970,12.012975,2021,4.536816480000001
1701,Natural Gas Production,ARG,52,52,1970,5.854450000000002,2021,38.60849458374995
1700,Natural Gas Production,USA,52,52,1970,571.4622983608388,2021,934.2031875382228
1688,Natural Gas Production,DNK,38,38,1984,0.24186,2021,1.3085921156131224
3143,Nickel,BWA,35,35,1974,3.0,2008,28940.0
1041,Nickel,ZAF,62,62,1941,1.0,2004,39850.0
3196,Nickel,PHL,34,34,1975,9.0,2008,5670.07
2973,Nickel,USA,37,37,1954,1.8,1996,1.0
184,Nickel,CAN,120,120,1889,0.4,2008,246.197
2906,Nickel,AUS,38,38,1967,2.1,2004,185.0
1103,Nickel,CUB,60,60,1943,2.4,2006,72.0
1801,Nickel,IDN,47,47,1961,1.0,2008,6571.764
2509,Nickel,ZWE,41,41,1965,1.0,2005,2802.737
3928,Nickel,CHN,27,27,1978,10.0,2004,64.0
352,Nickel Production,USA,93,93,1900,0.008456347728965,1998,7.255546351451973
1649,Nitric Acid,AUS,52,52,1937,0.4,1988,204.0
3197,Nitric Acid,IND,34,34,1950,1.0,1984,529.0
4055,Nitric Acid,PER,24,24,1960,14.0,2000,12.0
541,Nitric Acid,JPN,74,74,1930,3.4,2003,624.0
1863,Nitric Acid,CAN,44,44,1954,211.0,2002,1143.0
5690,Nitric Acid,KOR,13,13,1971,1.0,1985,33.0
594,Nitric Acid,USA,69,69,1929,130.0,2003,6747.0
5333,Nitric Acid,ISR,17,17,1960,1.6,1978,129.0
5552,Nitric Acid,DZA,14,14,1972,75.0,1985,73.0
1165,Nitrogen Fertilizer,BGD,60,60,1961,7768.0,2020,379840.0
3761,Nitrogen Fertilizer,TZA,20,20,1972,1600.0,1991,2918.0
1814,Nitrogen Fertilizer,ALB,28,28,1967,5000.0,1994,3650.0
5738,Nitrogen Fertilizer,BIH,12,12,2009,44310.0,2020,30460.65
1167,Nitrogen Fertilizer,AUS,60,60,1961,24421.0,2020,423400.0
1164,Nitrogen Fertilizer,BRA,60,60,1961,12021.0,2020,415795.0
3762,Nitrogen Fertilizer,SVK,28,28,1993,176500.0,2020,333565.34
3449,Nitrogen Fertilizer,,31,31,1961,12960.0,1991,480000.0
3767,Nitrogen Fertilizer,CZE,28,28,1993,194129.0,2020,75349.21
5520,Nitrogen Fertilizer,,14,14,1992,78000.0,2005,184512.0
1150,Nitrogen Fertilizer,ARG,60,60,1961,2100.0,2020,559953.7
1153,Nitrogen Fertilizer,PRK,60,60,1961,84000.0,2020,22500.0
2876,Nitrogen Fertilizer,JOR,39,39,1982,20952.0,2020,144900.0
3960,Nitrogen Fertilizer,GTM,18,18,1975,3000.0,1992,8500.0
1862,Nitrogen Fertilizer,VNM,45,45,1976,15000.0,2020,1647548.59
1162,Nitrogen Fertilizer,BGR,60,60,1961,87727.0,2020,639897.0
1554,Nitrogen Fertilizer,PER,38,38,1961,43546.0,1998,3000.0
1815,Nitrogen Fertilizer,CRI,39,39,1963,18000.0,2001,500.0
2855,Nitrogen Fertilizer,,39,39,1961,264180.0,1999,930000.0
1159,Nitrogen Fertilizer,CHL,60,60,1961,173812.0,2020,40900.0
1161,Nitrogen Fertilizer,CAN,60,60,1961,307284.0,2020,2726165.07
1761,Nitrogen Fertilizer,IRQ,49,49,1970,6000.0,2020,114212.4
1588,Nitrogen Fertilizer,MAR,54,54,1967,2100.0,2020,1135100.0
1157,Nitrogen Fertilizer,CHN,60,60,1961,228000.0,2020,31941569.2
1813,Nitrogen Fertilizer,AFG,47,47,1974,19117.0,2020,14416.0
1174,Nitrogen Fertilizer,ITA,60,60,1961,688747.0,2020,287388.2
2816,Nitrogen Fertilizer,ZMB,31,31,1970,6124.0,2000,900.0
3677,Nitrogen Fertilizer,EST,29,29,1992,41900.0,2020,263.98
3675,Nitrogen Fertilizer,GEO,29,29,1992,75900.0,2020,178651.36
3673,Nitrogen Fertilizer,LTU,29,29,1992,206700.0,2020,843058.4
3670,Nitrogen Fertilizer,RUS,29,29,1992,5825000.0,2020,11189700.0
3668,Nitrogen Fertilizer,KAZ,29,29,1992,61500.0,2020,155548.26
1645,Nitrogen Fertilizer,DZA,52,52,1969,15000.0,2020,1043200.0
3633,Nitrogen Fertilizer,LBN,11,11,1966,7000.0,1978,1200.0
1653,Nitrogen Fertilizer,ZWE,52,52,1969,23000.0,2020,13200.0
1738,Nitrogen Fertilizer,SYR,44,44,1971,3640.0,2014,23760.0
5491,Nitrogen Fertilizer,SRB,15,15,2006,104146.0,2020,71398.79
1550,Nitrogen Fertilizer,IRL,38,38,1965,28000.0,2002,208000.0
4525,Nitrogen Fertilizer,MOZ,14,14,1970,667.0,1983,500.0
1714,Nitrogen Fertilizer,SAU,51,51,1970,23000.0,2020,2760800.0
2521,Nitrogen Fertilizer,AUT,41,41,1961,172380.0,2001,216000.0
3600,Nitrogen Fertilizer,NGA,30,30,1986,27600.0,2020,724300.0
1811,Nitrogen Fertilizer,MUS,31,31,1974,1000.0,2004,2597.0
2481,Nitrogen Fertilizer,SLV,22,22,1964,3000.0,1992,7615.0
3681,Nitrogen Fertilizer,HRV,29,29,1992,279541.0,2020,364161.11
3685,Nitrogen Fertilizer,BLR,29,29,1992,567700.0,2020,958943.0
3694,Nitrogen Fertilizer,TKM,29,29,1992,69600.0,2020,610800.0
3695,Nitrogen Fertilizer,UZB,29,29,1992,1017700.0,2020,373656.14
1171,Nitrogen Fertilizer,IND,60,60,1961,154299.0,2020,13744500.0
1172,Nitrogen Fertilizer,JPN,60,60,1961,1088600.0,2020,525463.04
1177,Nitrogen Fertilizer,ISR,60,60,1961,16122.0,2020,31726.43
1178,Nitrogen Fertilizer,PAK,60,60,1961,13906.0,2020,3370461.0
2792,Nitrogen Fertilizer,LBY,39,39,1982,106600.0,2020,121000.0
2787,Nitrogen Fertilizer,NZL,39,39,1982,8000.0,2020,104000.0
1181,Nitrogen Fertilizer,FIN,60,60,1961,51065.0,2020,195806.73
1182,Nitrogen Fertilizer,HUN,60,60,1961,67657.0,2020,341921.14
1169,Nitrogen Fertilizer,EGY,60,60,1961,106475.0,2020,4500000.0
1185,Nitrogen Fertilizer,DEU,60,60,1961,1442281.0,2020,1408090.08
1190,Nitrogen Fertilizer,POL,60,60,1961,281768.0,2020,2098027.0
1617,Nitrogen Fertilizer,ISL,41,41,1961,7129.0,2001,87.0
1208,Nitrogen Fertilizer,COL,59,59,1962,10000.0,2020,92400.0
1213,Nitrogen Fertilizer,GRC,58,58,1963,13800.0,2020,148207.88
1214,Nitrogen Fertilizer,IDN,58,58,1963,15000.0,2020,4292829.87
1215,Nitrogen Fertilizer,IRN,58,58,1963,9000.0,2020,1826568.0
1222,Nitrogen Fertilizer,VEN,58,58,1963,13000.0,2020,198300.0
3698,Nitrogen Fertilizer,UKR,29,29,1992,2543000.0,2020,983471.5
1188,Nitrogen Fertilizer,FRA,59,59,1961,772600.0,2019,512493.36
1146,Nitrogen Fertilizer,GBR,60,60,1961,465600.0,2020,290500.0
1586,Nitrogen Fertilizer,CUB,54,54,1966,5000.0,2020,9400.0
1144,Nitrogen Fertilizer,USA,60,60,1961,3042000.0,2020,13261506.63
1124,Nitrogen Fertilizer,MEX,60,60,1961,60000.0,2020,239601.56
1121,Nitrogen Fertilizer,PRT,60,60,1961,54945.0,2020,70024.68
1118,Nitrogen Fertilizer,KOR,60,60,1961,36413.0,2020,367726.0
1116,Nitrogen Fertilizer,ROU,60,60,1961,823000.0,2020,1205134.0
2967,Nitrogen Fertilizer,THA,37,37,1966,906.0,2020,138600.0
1114,Nitrogen Fertilizer,ZAF,60,60,1961,38185.0,2020,164300.0
1112,Nitrogen Fertilizer,NOR,60,60,1961,285600.0,2020,630373.59
1111,Nitrogen Fertilizer,ESP,60,60,1961,137527.0,2020,754689.0
1108,Nitrogen Fertilizer,SWE,47,47,1961,58200.0,2007,79281.0
1106,Nitrogen Fertilizer,PHL,60,60,1961,7656.0,2020,65041.43
1104,Nitrogen Fertilizer,NLD,60,60,1961,435400.0,2020,1553000.0
1126,Nitrogen Fertilizer,TTO,60,60,1961,25956.0,2020,746934.04
5203,Nitrogen Fertilizer,TWN,19,19,2002,94754.0,2020,68976.18
3913,Nitrogen Fertilizer,TJK,15,15,1992,20000.0,2008,10580.0
1776,Nitrogen Fertilizer,CHE,40,40,1961,20000.0,2000,15000.0
1732,Nitrogen Fertilizer,MMR,51,51,1970,15679.0,2020,90843.76
1778,Nitrogen Fertilizer,QAT,48,48,1973,14000.0,2020,2937100.0
5166,Nitrogen Fertilizer,BEL,19,19,2002,790000.0,2020,787600.0
1439,Nitrogen Fertilizer,DNK,41,41,1964,25077.0,2004,92787.0
4060,Nitrogen Fertilizer,ECU,16,16,1968,2000.0,1984,2700.0
1606,Nitrogen Fertilizer,SEN,54,54,1967,1004.0,2020,20224.3
1598,Nitrogen Fertilizer,MYS,54,54,1967,16000.0,2020,747900.0
1596,Nitrogen Fertilizer,KWT,54,54,1966,17602.0,2020,257900.0
5185,Nitrogen Fertilizer,OMN,19,19,2002,48.56,2020,1603837.27
1770,Nitrogen Fertilizer,TUN,49,49,1967,317.0,2020,138621.26
4255,Nitrogen Fertilizer,CIV,18,18,1970,1800.0,1987,1600.0
3451,Nitrogen Fertilizer,RUS,31,31,1961,1168000.0,1991,12102000.0
2931,Nitrogen Fertilizer,ARE,38,38,1983,9000.0,2020,933160.0
1128,Nitrogen Fertilizer,TUR,60,60,1961,21529.0,2020,1469117.0
4256,Nitrogen Fertilizer,BHR,23,23,1998,214300.0,2020,389526.98
3392,Nitrogen Fertilizer,,32,32,1961,146200.0,1992,413700.0
5360,Nox Pollution Controls (Boilers),USA,16,16,1990,0.16,2005,0.92
1262,Nuclear Energy,KOR,45,45,1977,0.071466,2021,158.01523
1228,Nuclear Energy,BEL,56,56,1966,0.006,2021,50.57802163752471
1268,Nuclear Energy,JPN,57,57,1965,0.025,2021,61.222637441
1280,Nuclear Energy,SWE,57,57,1965,0.018,2021,53.08399763018134
1282,Nuclear Energy,UKR,37,37,1985,53.3068028,2021,86.20551312658625
1261,Nuclear Energy,PAK,51,51,1971,0.0486134,2021,15.853345439456978
1285,Nuclear Energy,KAZ,10,10,1989,0.1016462,1998,0.088388
1286,Nuclear Energy,RUS,37,37,1985,99.3171762,2021,222.39165
1371,Nuclear Energy,MEX,33,33,1989,0.372,2021,11.9230924
1379,Nuclear Energy,BRA,38,38,1984,1.643,2021,14.704587598307
1281,Nuclear Energy,CHE,53,53,1969,0.535,2021,18.53
1259,Nuclear Energy,ESP,54,54,1968,0.083,2021,56.50434883120292
1370,Nuclear Energy,CAN,57,57,1965,0.128,2021,91.96022274756398
1287,Nuclear Energy,RUS,20,20,1965,1.8605674,1984,143.79843720000002
1256,Nuclear Energy,CZE,39,39,1983,0.2,2021,30.73118038
1251,Nuclear Energy,DEU,57,57,1965,0.117,2021,69.0
1248,Nuclear Energy,SVN,32,32,1990,4.622,2021,5.705951999999999
1246,Nuclear Energy,FIN,45,45,1977,2.642105263157895,2021,23.841052631578947
1244,Nuclear Energy,HUN,39,39,1983,2.473,2021,15.990215
1243,Nuclear Energy,ITA,23,23,1965,3.51,1987,0.174
1242,Nuclear Energy,LTU,25,25,1985,9.479613,2009,10.8526
1237,Nuclear Energy,SVK,50,50,1972,0.003,2021,15.777976905311778
1234,Nuclear Energy,ROU,26,26,1996,1.386,2021,11.284
1226,Nuclear Energy,BGR,48,48,1974,0.928,2021,16.482082570765098
1231,Nuclear Energy,FRA,57,57,1965,0.897,2021,379.3612920000001
1227,Nuclear Energy,NLD,54,54,1968,0.028,2021,3.826152479689521
1258,Nuclear Energy,GBR,57,57,1965,15.135,2021,45.86750000000001
1288,Nuclear Energy,IRN,11,11,2011,0.1070819672131147,2021,3.536579234972677
1263,Nuclear Energy,TWN,45,45,1977,0.099,2021,27.78794758
1291,Nuclear Energy,ZAF,38,38,1984,3.925,2021,10.42421052631579
1292,Nuclear Energy,CHN,29,29,1993,1.604,2021,407.5
1374,Nuclear Energy,ARG,48,48,1974,1.036,2021,10.831573947033222
1289,Nuclear Energy,IND,53,53,1969,0.7247816,2021,43.917950000000005
1373,Nuclear Energy,USA,57,57,1965,3.849156842105263,2021,819.1068421052631
630,Nuclear Weapons,USA,66,66,1945,2.0,2010,1023878.0
1217,Nuclear Weapons,GBR,58,58,1953,1.0,2010,18780.0
1802,Nuclear Weapons,FRA,47,47,1964,4.0,2010,13742.0
1869,Nuclear Weapons,ISR,44,44,1967,2.0,2010,2087.0
760,Nuclear Weapons,RUS,62,62,1949,1.0,2010,1098557.0
1799,Nuclear Weapons,CHN,47,47,1964,1.0,2010,8945.0
5673,Nuclear Weapons,PAK,13,13,1998,3.0,2010,457.0
5615,Nuclear Weapons,IND,13,13,1998,2.0,2010,524.0
3497,Objects Launched Into Space,ITA,59,59,1964,2.0,2022,61.0
2885,Objects Launched Into Space,CAN,61,61,1962,1.0,2022,89.0
5038,Objects Launched Into Space,ISR,34,34,1988,1.0,2021,30.0
5668,Objects Launched Into Space,THA,29,29,1993,1.0,2021,14.0
4020,Objects Launched Into Space,LUX,35,35,1988,1.0,2022,67.0
5755,Objects Launched Into Space,NOR,26,26,1997,1.0,2022,16.0
5539,Objects Launched Into Space,ARG,32,32,1990,1.0,2021,20.0
2702,Objects Launched Into Space,FRA,58,58,1965,3.0,2022,139.0
5553,Objects Launched Into Space,SWE,37,37,1986,1.0,2022,20.0
4894,Objects Launched Into Space,AUS,55,55,1967,1.0,2021,36.0
5681,Objects Launched Into Space,ARE,23,23,2000,1.0,2022,19.0
5297,Objects Launched Into Space,KOR,31,31,1992,1.0,2022,51.0
654,Objects Launched Into Space,USA,65,65,1958,7.0,2022,7325.0
2910,Objects Launched Into Space,IND,48,48,1975,1.0,2022,133.0
2760,Objects Launched Into Space,DEU,54,54,1969,1.0,2022,116.0
5147,Objects Launched Into Space,IDN,44,44,1976,1.0,2019,21.0
4059,Objects Launched Into Space,BRA,38,38,1985,1.0,2022,40.0
644,Objects Launched Into Space,RUS,66,66,1957,2.0,2022,3658.0
2883,Objects Launched Into Space,GBR,61,61,1962,1.0,2022,581.0
4969,Objects Launched Into Space,ESP,49,49,1974,1.0,2022,38.0
5531,Objects Launched Into Space,MEX,37,37,1985,2.0,2021,18.0
5488,Objects Launched Into Space,TUR,29,29,1994,1.0,2022,18.0
1818,Objects Launched Into Space,CHN,53,53,1970,1.0,2022,866.0
1650,Objects Launched Into Space,JPN,53,53,1970,1.0,2022,306.0
5407,Offshore Wind Energy,NLD,16,16,2006,108.0,2021,2460.0
4666,Offshore Wind Energy,GBR,22,22,2000,3.8,2021,12700.05
5636,Offshore Wind Energy,NOR,13,13,2009,2.3,2021,6.3
5151,Offshore Wind Energy,JPN,19,19,2003,1.2,2021,65.0
5637,Offshore Wind Energy,DEU,13,13,2009,35.0,2021,7747.0
5467,Offshore Wind Energy,CHN,15,15,2007,1.5,2021,26390.0
5959,Offshore Wind Energy,KOR,10,10,2012,5.0,2021,136.0
4668,Offshore Wind Energy,DNK,22,22,2000,49.95,2021,2305.8
5511,Offshore Wind Energy,FIN,14,14,2008,24.0,2021,73.0
5639,Offshore Wind Energy,BEL,13,13,2009,31.5,2021,2261.8
4667,Offshore Wind Energy,SWE,22,22,2000,13.0,2021,203.0
5233,Offshore Wind Energy,IRL,18,18,2004,25.2,2021,25.2
214,Oil Pipelines,ARE,23,23,2001,92.0,2023,452.0
181,Oil Pipelines,NOR,36,36,1988,115.0,2023,500.0
187,Oil Pipelines,ITA,23,23,2001,138.0,2023,138.0
210,Oil Pipelines,LKA,55,55,1969,5.8,2023,5.8
198,Oil Pipelines,CAN,71,71,1953,1150.0,2023,10296.96
212,Oil Pipelines,ZAF,53,53,1971,580.0,2023,580.0
218,Oil Pipelines,YEM,37,37,1987,438.0,2023,797.0
188,Oil Pipelines,JPN,34,34,1990,21.0,2023,21.0
185,Oil Pipelines,NGA,59,59,1965,388.33,2023,485.33
211,Oil Pipelines,KOR,54,54,1970,76.0,2023,976.0
221,Oil Pipelines,SAU,42,42,1982,1200.0,2023,1200.0
219,Oil Pipelines,USA,82,82,1942,4988.97,2023,72690.72
220,Oil Pipelines,GBR,86,86,1938,2500.0,2023,2961.0
180,Oil Pipelines,OMN,57,57,1967,250.0,2023,516.0
208,Oil Pipelines,TUR,48,48,1976,511.0,2023,968.0
237,Oil Pipelines,PHL,57,57,1967,105.0,2023,105.0
206,Oil Pipelines,EGY,51,51,1973,140.0,2023,850.0
190,Oil Pipelines,FRA,56,56,1968,260.0,2023,260.0
201,Oil Pipelines,TCD,10,10,2014,205.0,2023,505.0
202,Oil Pipelines,CHN,65,65,1959,442.2,2023,28546.96
234,Oil Pipelines,RUS,96,96,1928,618.0,2023,30300.14
207,Oil Pipelines,LBY,63,63,1961,171.62,2023,2274.14
203,Oil Pipelines,COL,55,55,1969,306.0,2023,3266.34
204,Oil Pipelines,CRI,18,18,2006,123.0,2023,123.0
171,Oil Pipelines,AGO,22,22,2002,56.33,2023,99.78
236,Oil Pipelines,POL,49,49,1975,242.0,2023,242.0
205,Oil Pipelines,ECU,52,52,1972,497.7,2023,982.7
189,Oil Pipelines,DEU,68,68,1956,391.0,2023,594.0
238,Oil Pipelines,PER,47,47,1977,1106.0,2023,1106.0
239,Oil Pipelines,PAN,42,42,1982,131.0,2023,131.0
241,Oil Pipelines,PAK,43,43,1981,870.0,2023,870.0
167,Oil Pipelines,AUS,60,60,1964,10.0,2023,1639.3
168,Oil Pipelines,ARG,31,31,1993,513.0,2023,762.0
166,Oil Pipelines,AUT,54,54,1970,420.0,2023,420.0
209,Oil Pipelines,THA,31,31,1993,255.0,2023,1233.0
191,Oil Pipelines,ISR,56,56,1968,254.0,2023,254.0
197,Oil Pipelines,BRN,52,52,1972,70.0,2023,70.0
200,Oil Pipelines,MEX,45,45,1979,425.0,2023,2749.0
192,Oil Pipelines,BOL,58,58,1966,531.0,2023,1773.0
233,Oil Pipelines,PNG,32,32,1992,265.0,2023,265.0
199,Oil Pipelines,BRA,57,57,1967,358.0,2023,780.0
196,Oil Pipelines,IRQ,49,49,1975,730.0,2023,2347.11
195,Oil Pipelines,IDN,26,26,1998,4.5,2023,638.5
193,Oil Pipelines,GTM,32,32,1992,475.0,2023,475.0
170,Oil Pipelines,DZA,63,63,1961,668.0,2023,3879.0
194,Oil Pipelines,IND,70,70,1954,35.0,2023,9117.0
169,Oil Pipelines,NZL,39,39,1985,170.0,2023,170.0
1393,Oil Production,THA,41,41,1981,0.0669614940037566,2021,13.948694926600202
1375,Oil Production,OMN,55,55,1967,2.8229308005427405,2021,46.824544837055875
1391,Oil Production,VNM,35,35,1987,0.28,2021,9.34297984962406
1284,Oil Production,RUS,20,20,1965,242.888,1984,612.7099999999999
1283,Oil Production,CAN,57,57,1965,43.87417766603813,2021,267.09646969612965
1380,Oil Production,SDN,29,29,1993,0.0985155195681511,2021,3.156697918274788
1381,Oil Production,TUN,56,56,1966,0.771,2021,2.120538206
1394,Oil Production,MYS,57,57,1965,0.0477748691099476,2021,25.92425755842993
1406,Oil Production,BRN,57,57,1965,3.964974114441417,2021,5.204629217626832
1376,Oil Production,KWT,57,57,1965,119.01136187897788,2021,131.0927858155076
1295,Oil Production,UZB,37,37,1985,2.31,2021,2.718148
1372,Oil Production,QAT,57,57,1965,11.605327438217271,2021,73.32023668303208
1405,Oil Production,CHN,57,57,1965,11.31,2021,198.881
1293,Oil Production,TKM,37,37,1985,6.78,2021,11.98409465441498
1229,Oil Production,ARG,57,57,1965,13.764758620689657,2021,29.066316610250578
1255,Oil Production,GBR,57,57,1965,0.084,2021,40.86480565317216
1239,Oil Production,RUS,37,37,1985,542.306,2021,536.4458500631617
1238,Oil Production,MEX,57,57,1965,18.053894057433876,2021,96.48631856259556
1359,Oil Production,GNQ,30,30,1992,0.0993215739484396,2021,6.432435348979184
1358,Oil Production,GAB,57,57,1965,1.265,2021,9.037619699042407
1236,Oil Production,KAZ,37,37,1985,22.66,2021,85.98904024975512
1357,Oil Production,LBY,57,57,1965,57.981770833333336,2021,59.64976361441803
1240,Oil Production,BRA,57,57,1965,5.045191279069767,2021,156.79244141885692
1356,Oil Production,NGA,57,57,1965,13.506477732793522,2021,77.92871310301715
1378,Oil Production,IRN,57,57,1965,95.66208791208793,2021,167.65809179750082
1354,Oil Production,SYR,54,54,1968,1.048567530695771,2021,4.598420520299197
1233,Oil Production,COL,57,57,1965,10.654545603821466,2021,38.878025921753085
1403,Oil Production,IND,57,57,1965,3.022,2021,33.997748587755794
1232,Oil Production,AZE,37,37,1985,13.23,2021,35.13879584389735
1402,Oil Production,IDN,57,57,1965,24.53526970954357,2021,33.772667743764906
1235,Oil Production,USA,57,57,1965,427.6944418742228,2021,711.1246897366179
1257,Oil Production,PER,57,57,1965,3.39416508805683,2021,5.305072491208072
1360,Oil Production,EGY,57,57,1965,6.478,2021,29.6013632917264
1361,Oil Production,COG,57,57,1965,0.071,2021,14.020330508474576
1254,Oil Production,ROU,57,57,1965,12.821,2021,3.322
1377,Oil Production,IRQ,57,57,1965,64.67543859649123,2021,200.82936966819327
1253,Oil Production,NOR,51,51,1971,0.2927807486631015,2021,93.79625162426233
1382,Oil Production,AUS,57,57,1965,0.3462059620596206,2021,18.13383854855619
1250,Oil Production,TTO,57,57,1965,6.67145979020979,2021,3.489987230222063
1249,Oil Production,ITA,57,57,1965,2.278,2021,4.840299655000001
1241,Oil Production,ECU,57,57,1965,0.4287812041116006,2021,25.344871616299564
1247,Oil Production,DNK,50,50,1972,0.0977303070761014,2021,3.1521100000000004
1366,Oil Production,ARE,57,57,1965,13.666312856574232,2021,164.38059428305954
1245,Oil Production,VEN,57,57,1965,184.11396184679268,2021,33.40847055709388
1365,Oil Production,YEM,36,36,1986,0.4783748361730013,2021,2.7597771952817824
1364,Oil Production,DZA,57,57,1965,26.139312342569273,2021,58.17400000000001
1363,Oil Production,AGO,57,57,1965,0.655,2021,56.607403691177794
1362,Oil Production,TCD,19,19,2003,1.237410071942446,2021,6.117519136690648
1369,Oil Production,SAU,57,57,1965,111.02417582417584,2021,515.0229979082262
1355,Oil Production,SSD,10,10,2012,1.5331991902834006,2021,7.515699471539331
1338,Oil Refining Capacity,NLD,57,57,1965,614.0,2021,1238.1
1301,Oil Refining Capacity,TKM,42,42,1980,130.0,2021,271.1095890410959
1348,Oil Refining Capacity,SWE,57,57,1965,98.0,2021,454.0
1387,Oil Refining Capacity,IND,57,57,1965,231.0,2021,5017.739677419355
1386,Oil Refining Capacity,CAN,57,57,1965,1089.1436284050658,2021,1954.0
