ID,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Country Name,Country Code,Data Source,Spatial Scale,Unit,Metric,Technology Name
Telegraph Traffic_Total Number_GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.354,0.248,0.264,0.258,0.194,0.218,0.245,0.273,0.261,0.278,0.273,0.27,0.284,0.294,0.312,0.232,0.259,0.287,0.385,0.369,0.332,0.326,0.318,0.312,0.334,0.334,0.409,0.423,0.547,0.469,0.416,0.352,0.328,0.365,0.371,0.412,0.452,0.462,,,,,,,,,,,,,,,,,1.012,1.051,1.042,0.905,0.798,0.723,0.713,0.809,0.977,0.789,0.731,0.633,0.693,1.184,4.109,,,,,,,,1.426,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghana,GH,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.318,0.331,0.326,0.345,0.332,0.353,0.343,0.322,0.329,0.331,0.314,0.312,0.334,0.374,0.38,0.417,0.42,0.442,0.464,0.449,0.466,0.462,0.445,0.446,0.467,0.484,0.479,0.472,0.517,0.536,0.649,0.754,0.826,0.912,1.052,1.215,1.388,1.452,1.552,1.491,1.678,1.804,2.241,2.728,2.602,,1.758,1.624,1.601,1.703,1.723,1.776,1.96,2.002,1.859,1.456,1.237,1.117,1.049,0.986,0.997,1.172,1.007,1.368,1.418,,,,,,,1.447,1.842,2.072,2.388,2.445,2.553,2.706,2.943,3.4,3.307,3.445,3.481,4.257,4.774,4.433,4.677,3.179,2.183,6.683,6.627,4.418,5.556,2.557,2.608,2.85,3.122,3.899,4.259,4.117,4.448,4.755,5.213,5.771,6.687,7.105,7.283,7.964,8.5,9.155,10.437,11.147,12.208,12.886,14.146,13.623,11.367,11.11,,,,,,,,,,,,,,,,Indonesia,ID,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157,0.193,,,0.35,0.285,0.378,,0.38,0.384,0.387,0.515,0.527,,0.552,0.57,0.575,0.592,0.995,1.143,1.219,1.243,0.916,2.014,1.026,1.05,1.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lebanon,LB,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.45645,7.282398,6.414902,6.989428,9.146752,3.287352,2.686193,4.20431,5.524578,8.161307,14.91864,8.735833,9.454942,9.629963,12.06504,13.83427,14.29846,,17.71898,21.89285,29.06871,29.06491,37.19578,37.43167,40.13689,44.78637,48.25635,51.30019,54.949,62.13,65.083,53.273,42.858,43.567,44.314,42.922,41.775,36.985,37.087,35.717,35.559,36.698,38.181,41.944,62.929,53.369,52.302,45.667,44.67,,,,,,,,,,,,,,,,South Korea,KR,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.5,0.7,0.7,0.9,1.0,1.1,1.7,1.9,2.7,2.4,2.4,3.1,3.4,4.2,4.9,5.4,4.7,4.9,5.4,5.8,6.0,5.8,6.2,6.7,7.1,7.0,7.2,7.2,7.4,7.7,8.4,8.7,9.1,9.7,10.8,12.1,12.6,13.2,13.2,13.8,14.2,14.7,15.1,15.4,16.1,16.5,17.2,18.2,18.8,19.6,19.8,20.5,21.0,23.0,23.9,23.3,21.0,22.6,20.6,,,,,5.871,,6.903,6.123,5.481,5.957,5.448,5.177,4.883,4.118,3.162,2.579,2.425,2.5,2.54,2.51,,,,,,,,,,,6.069,3.935,4.355,4.877,5.556,4.794,4.019,4.251,4.51,4.711,4.821,4.606,4.646,4.574,4.619,4.841,4.967,5.091,5.186,5.064,4.655,4.489,4.33,4.026,3.819,3.603,3.51,3.364,3.075,2.665,2.356,2.237,2.17,2.124,2.018,1.852,1.803,1.729,1.756,1.729,1.737,1.721,1.693,1.691,1.604,1.496,1.145,,,,,,,,,,,,,,,,Austria,AT,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_KE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,0.099,0.116,0.147,0.175,0.246,0.299,,,,,0.319,0.29,0.233,0.23,0.288,0.372,0.427,0.468,0.521,0.471,0.506,0.448,0.389,0.35,0.381,0.405,0.44,0.508,0.486,0.613,0.772,,1.018,1.101,1.039,0.889,0.977,1.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.674,12.071,13.216,6.797,5.671,5.321,3.775,3.459,2.944,2.475,2.394,1.729,1.242,1.279,0.757,0.757,0.72,0.344,0.32,0.296,0.281,,,,,,,,,,Kenya,KE,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.043,0.046,0.053,0.065,0.086,0.099,0.132,0.131,0.134,0.117,0.084,0.109,0.067,0.08,0.108,0.155,0.148,0.152,0.167,0.177,0.159,0.142,0.126,0.123,0.141,0.152,0.174,0.218,0.203,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,0.246,,0.24,0.254,0.252,0.236,0.244,,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uganda,UG,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.0,1.4,1.6,2.0,2.4,2.7,3.0,3.3,3.4,3.8,4.2,4.6,5.4,5.8,6.4,7.3,8.9,9.8,10.0,10.0,11.0,10.0,9.9,,,11.0,12.0,13.0,13.0,14.0,15.0,16.0,16.0,18.0,18.0,20.0,20.0,20.0,21.0,25.0,26.0,28.0,30.0,30.0,34.0,37.0,41.0,45.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russia,RU,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.029,,0.057,0.062,0.085,0.103,0.107,0.101,0.112,0.127,0.145,0.189,0.195,0.201,0.24,0.244,,,0.367,0.37,0.481,0.494,0.543,0.564,0.55,0.756,0.734,0.905,0.875,0.984,0.899,1.036,1.163,1.141,,1.171,1.209,1.162,,,1.205,,1.308,1.311,1.413,1.541,1.608,1.429,1.516,1.734,1.701,1.702,,,2.931,2.916,3.45,4.452,4.773,5.123,5.042,5.231,5.05,5.974,6.532,5.928,4.716,4.663,4.678,4.578,4.258,4.463,4.549,4.65,4.083,5.239,4.901,4.884,5.088,,,,,,,,5.079,4.942,5.138,5.88,6.438,5.934,5.698,5.995,6.173,6.331,6.098,6.041,5.986,5.927,6.392,6.592,7.183,7.675,7.879,8.159,7.862,6.52,6.68,6.565,6.635,6.573,6.667,6.976,5.754,5.255,5.541,5.292,4.862,3.93,3.853,3.276,2.968,2.962,2.868,2.529,2.98,2.717,2.875,2.864,2.725,2.522,1.996,,,,,,,,,,,,,,,,Greece,GR,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,1.101,1.126,1.043,1.126,1.111,1.155,1.086,1.068,1.101,1.216,1.113,0.908,0.853,0.845,0.784,0.747,0.701,0.611,0.483,0.414,0.379,0.307,0.301,0.273,0.267,0.24,0.221,0.205,,,,,,,,,,,,,,,,,,Singapore,SG,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,9.0,8.0,8.0,9.0,9.0,10.0,12.0,11.0,11.0,12.0,12.0,12.0,13.0,14.0,15.0,16.0,14.0,12.0,9.9,9.4,9.9,10.0,12.0,12.0,12.0,12.0,12.0,14.0,15.0,16.0,16.0,17.0,17.0,16.0,18.0,19.0,19.0,21.0,20.0,20.0,19.0,19.0,19.0,18.0,17.0,16.0,15.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,10.0,9.3,8.4,7.5,6.8,5.1,5.4,5.8,4.2,3.6,3.4,3.1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canada,CA,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,8.0,9.0,11.0,12.0,14.0,16.0,17.0,19.0,22.0,25.0,26.0,30.0,34.0,40.0,42.0,43.0,43.0,44.0,48.0,52.0,55.0,57.0,61.0,64.0,69.0,61.0,59.0,61.0,59.0,64.0,63.0,65.0,68.0,71.0,72.0,70.0,69.0,73.0,77.0,64.0,70.0,77.0,,,,,,,132.0,137.0,143.0,160.0,144.0,155.0,165.0,170.0,193.0,219.0,219.0,229.0,256.0,232.0,201.0,158.0,159.0,170.0,192.0,211.0,220.0,204.0,208.0,208.0,227.0,236.0,248.0,243.0,257.0,234.0,238.0,213.0,196.0,201.0,204.0,176.0,186.0,177.0,180.0,179.0,172.0,159.0,159.0,153.0,146.0,141.0,134.0,127.0,124.0,123.0,119.0,116.0,109.0,102.0,75.0,69.0,67.0,71.0,68.0,67.0,68.0,72.0,76.0,75.0,74.0,65.0,53.0,48.0,42.0,29.0,25.0,,,,,,,,,,,,,,,,,,,,,,United States,US,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,0.039,0.042,0.045,0.05,0.069,0.11,,,,,,,,0.032,0.031,0.032,0.04,0.046,0.044,0.063,0.07,0.08,0.083,0.112,0.111,0.084,0.085,0.087,0.092,0.121,0.149,0.162,0.177,,,,,,0.316,0.439,0.33,,0.412,0.495,0.409,0.429,0.421,0.435,0.454,0.357,0.352,0.343,0.311,,,,,0.328,0.363,,,,0.31,0.327,0.295,0.272,0.284,,,,,,,,,,0.534,0.91,,,,,,,,,,,,,,,,,,,,,,,,,Cameroon,CM,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_CI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372,0.417,0.445,0.394,0.566,0.938,,0.325,0.347,0.365,0.446,0.506,0.57,0.611,0.718,0.784,,0.652,0.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivory Coast,CI,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.877,0.98,1.145,1.074,0.954,0.938,0.981,0.78,1.043,1.049,1.018,1.121,1.203,1.247,1.383,1.388,1.447,1.3,,1.49,1.452,1.48,1.482,1.458,1.542,,1.656,1.564,1.473,1.441,1.355,1.112,1.061,,0.92,0.86,0.736,0.727,0.737,0.665,0.673,0.711,0.722,0.71,0.652,0.587,,,,0.368,0.313,0.313,,,,,,,,,Israel,IL,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.6,0.7,0.9,1.5,1.8,2.2,2.5,2.9,3.4,3.7,4.9,5.8,5.1,6.3,7.0,7.1,7.8,8.3,9.3,11.0,14.0,17.0,19.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,27.0,26.0,27.0,29.0,30.0,30.0,33.0,33.0,33.0,35.0,37.0,39.0,36.0,40.0,39.0,41.0,42.0,44.0,45.0,46.0,47.0,49.0,50.0,,,51.0,44.0,46.0,44.0,51.0,54.0,50.0,47.0,48.0,49.0,47.0,46.0,41.0,38.0,40.0,41.0,40.0,38.0,36.0,34.0,32.0,33.0,33.0,32.0,31.0,34.0,27.0,23.0,27.0,34.0,28.0,48.0,39.0,33.0,28.0,20.0,21.0,20.0,20.0,21.0,,22.0,23.0,23.0,21.0,20.0,19.0,20.0,21.0,21.0,22.0,21.0,22.0,21.0,21.0,23.0,23.0,24.0,23.0,23.0,21.0,20.0,19.0,18.0,18.0,16.0,14.0,13.0,12.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,France,FR,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.788841,2.683956,3.112528,3.051402,3.268119,2.961103,3.154204,3.440381,3.729337,3.805744,4.012042,4.099562,4.008569,4.188472,4.749713,4.614959,4.401021,4.389907,4.575367,4.281549,4.50799,4.79,4.648,4.71,4.498,4.7,5.44,4.35,4.4,4.14,4.1,4.05,4.72,5.38,5.15,5.188868,4.916792,5.15,6.296604,5.927359,5.65,1.67,1.9,,,,,,,,,,,,,,,,,,,Pakistan,PK,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_TG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.028,0.025,0.022,0.031,0.034,0.04,,,,,,,,,,,,,,,,,0.061,,,0.026,0.024,0.019,0.016,0.017,0.022,0.022,0.021,,,,,,,0.075,0.163,0.159,0.083,0.1,0.105,0.095,0.096,0.073,0.084,0.088,0.089,0.089,0.089,0.094,0.095,0.082,0.088,,0.047,0.05,,,0.056,0.058,0.062,0.068,0.055,0.058,,0.087,0.093,0.063,0.06,0.035,0.053,0.056,0.05,0.032,,0.033,0.084,,,,,,,,,,,,,,,,,,,,,,Togo,TG,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_ZW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1383544,0.1398146,0.1963975,0.2128248,0.1923819,0.2066189,0.2099044,0.2099044,0.2318075,0.2894855,0.3738123,0.4117777,0.4011912,0.385859,0.3836688,0.3270858,0.3332917,0.3460685,0.2719631,0.2668524,0.3004371,0.2533455,0.2336327,,0.35702,0.3862241,0.4190787,0.5004851,0.5592583,0.6001441,0.5745905,0.5026754,0.3986358,0.3960805,0.4241894,0.4559489,0.4982948,0.5300543,0.5300543,0.5504971,0.5340698,0.6983428,0.6935971,0.6596474,0.6359191,0.6892166,0.821,0.842,0.935,1.081,1.096,1.204,1.171,1.195,,,,,,,,,,,0.714,0.7,0.596,0.591,0.571,0.549,0.58,0.594,0.561,0.534,0.539,0.515,,,,0.486,0.497,0.443,0.444,0.41,0.365,0.358,0.303,,,,,,,,,,,,,,,,,,,,,,,Zimbabwe,ZW,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.498,0.528,0.506,0.534,0.578,0.578,0.603,0.606,0.628,0.678,0.675,0.631,0.726,0.786,0.756,0.763,0.803,0.733,0.645,0.592,0.603,0.625,0.605,0.567,0.539,0.704,0.635,0.626,,0.603,0.668,0.664,0.655,0.638,0.685,0.646,0.824,0.996,0.722,0.649,0.405,0.528,0.788,0.818,0.838,0.718,0.521,0.564,0.551,0.522,0.508,0.533,0.554,0.601,0.47,0.454,0.42,0.392,0.397,0.365,0.335,,0.373,0.385,0.385,0.406,0.454,0.436,0.465,0.463,0.513,0.537,0.583,0.577,0.596,0.65,0.701,0.695,0.651,0.627,0.62,0.656,0.537,0.456,0.451,0.44,,,,,,,,,,,,,,,,,,,,,Tunisia,TN,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_CSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,21.8,17.3,14.5,15.8,15.7,15.2,15.7,16.4,17.1,15.9,14.1,11.7,9.9,9.8,10.5,10.7,11.3,12.2,,,,,,,,6.4,,7.5,7.8,8.2,8.6,8.7,9.0,9.4,9.7,10.0,10.1,10.1,10.5,11.6,12.7,13.0,12.9,12.9,13.0,13.0,13.0,14.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,11.0,10.0,10.0,9.9,9.8,9.5,9.4,9.2,8.9,8.8,8.1,6.7,4.1,3.1,,,,,,,,,,,,,,,,Czechoslovakia,CSK,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.5,1.7,1.7,1.7,1.9,1.5,1.5,1.9,1.9,1.9,1.7,1.7,,1.5,2.3,2.3,2.5,2.7,3.1,3.5,3.5,3.1,3.1,3.1,3.3,3.5,3.5,3.7,3.7,3.9,3.9,4.1,4.4,5.0,5.8,5.8,6.4,6.8,7.3,7.9,11.6,,7.3,7.9,8.3,8.7,9.3,9.5,10.0,10.2,,,,,,,,,,5.8,7.1,7.5,8.1,10.2,9.3,11.0,11.0,11.0,11.0,8.8,9.1,8.3,7.6,6.8,6.1,5.9,6.1,6.4,,,,,,,,,,,,,,,,,,,,,,Peru,PE,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057,0.11,0.164,0.163,0.161,0.149,0.159,0.197,0.214,0.228,0.308,0.394,0.46,0.467,0.527,0.554,0.615,0.732,0.855,0.913,0.934,0.923,0.954,0.875,0.808,0.926,1.05,1.104,1.136,1.107,1.096,1.101,1.118,1.285,1.605,1.648,1.738,1.754,1.75,1.697,1.789,1.868,1.991,2.156,2.338,2.354,2.422,2.401,2.478,2.582,2.743,3.001,3.297,3.357,3.488,3.663,3.885,4.354,4.508,5.17,6.159,6.544,6.63,6.469,7.881,7.903,6.418,5.945,5.879,5.882,6.02,6.037,6.068,6.178,6.158,5.88,5.552,4.857,4.707,4.681,4.754,4.831,5.061,5.023,5.554,5.064,4.838,5.107,5.55,5.051,6.836,7.554,7.834,7.765,7.711,8.118,8.252,7.788,7.431,7.408,7.413,7.384,7.308,6.699,6.455,6.441,6.319,6.212,6.021,6.021,5.931,5.911,5.575,5.18,4.849,4.568,4.169,3.465,3.329,2.611,2.298,1.903,1.48,0.973,0.841,0.755,0.688,0.597,0.498,0.442,0.409,0.362,0.336,0.312,0.278,0.236,0.249,,,,,,,,,,,,,,,,,,Sweden,SE,CHAT,National,-,Total Number,Telegraph Traffic
Telegraph Traffic_Total Number_TZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.262,0.236,0.145,0.183,0.24,0.234,0.255,0.297,0.32,0.313,0.248,0.217,0.188,0.199,0.216,0.253,0.311,0.333,0.336,,,,,,,,0.627,0.707,0.712,0.822,0.881,,0.83,0.803,0.699,,,,,,,,,,,0.469,,0.532,0.55,0.595,0.552,0.543,0.598,0.605,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanzania,TZ,CHAT,National,-,Total Number,Telegraph Traffic
