ID,Country Name,Technology Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Country Code,Unit,Data Source,Spatial Scale,Metric
Phosphate Fertilizer_Annual Production_WS,Samoa,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,WS,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_WS,Samoa,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,WS,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_SA,Saudi Arabia,Nitrogen Fertilizer,,,,,,,,,,23000,34586,69000,60700,80600,99820,84134,92800,120980,137500,152000,158700,159400,266300,396746,421343,435590,449146,417490,428400,567500,598000,713900,831300,1050500,1027000,1063700,981100,1079800,1071735,1278160,1328500,1426800,1426800,1418600,1459600,1640000,2132000,2132000,2132000,2132000,2132000,2132000,2573298,1999436.3,2320300,2577500,2525500,2760800,2760800,2760800,SA,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_SA,Saudi Arabia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000,182200,131600,147900,122800,129700,119800,136900,156300,159400,168100,123980,152760,116000,135380,105390,139100,75500,,115290,300000,900000,898457.83,900000,1328400,1343400,1571500,1476500,1476500,1476500,SA,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_SA,Saudi Arabia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,SA,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_SN,Senegal,Nitrogen Fertilizer,,,,,,,1004,2530,1806,4290,7100,8716,8768,5000,8700,9000,9742,9344,5000,6200,5200,2900,3500,10000,17000,13700,16000,13500,10100,14900,26807,25000,24000,25900,28700,24800,30400,38800,24500,19400,25200,15000,32028,24893,15856,2599,5903,4812,1470,2291.55,12.23,4325.25,5216.11,6909.48,4932.26,11384.7,26959.25,14146.27,18929.56,20224.3,SN,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_SN,Senegal,Phosphate Fertilizer,,,,,,,3236,8422,12257,17314,18550,21975,20400,23300,20000,21000,20213,28400,28000,25000,25000,16100,15600,29500,37400,30000,35000,34000,27450,50040,46400,33000,38000,35200,39500,35400,55000,67500,45000,32400,32700,28800,26800,29000,29100,2300,13100,4400,0,0,4600,2000,0,0,10600,13284.8,58334.9,40519.56,7366.9,7366.9,SN,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_SN,Senegal,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,SN,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_RS,Serbia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104146,155873,86162,119442,138202,176497,187003,192232.43,103510.38,74132.85,66569.1,79238.7,84879.5,82039.96,71398.79,RS,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_RS,Serbia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22111,25456,32403,34105,40977,40525,37284,35533.4,38916.9,34154.25,38168.1,40788.9,41354.1,62140.8,77432.73,RS,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_RS,Serbia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RS,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CS,Serbia and Montenegro,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78000,58800,70000,129000,95000,171000,185100,72000,72000,70100,111864,87688,199317,184512,,,,,,,,,,,,,,,,CS,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CS,Serbia and Montenegro,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20500,13500,14000,14000,14000,16000,24000,12000,12000,,35549,41915,43835,40421,,,,,,,,,,,,,,,,CS,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CS,Serbia and Montenegro,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33766,39523,42425,39087,,,,,,,,,,,,,,,,CS,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_SC,Seychelles,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_SC,Seychelles,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_SC,Seychelles,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_SK,Slovakia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176500,199300,183100,210800,283800,245900,223000,286300,226800,213800,220100,261100,249700,221500,196209,167784,183383,187393,273976,236390,332394,244524.59,376730,343932.95,337404.45,366369.59,310934.89,333565.34,SK,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_SK,Slovakia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,12000,36600,36700,16000,15000,15000,15000,,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,SK,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_SK,Slovakia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,SK,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_SI,Slovenia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,295,375,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SI,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_SI,Slovenia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,24,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SI,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_SI,Slovenia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SI,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_ZA,South Africa,Nitrogen Fertilizer,38185,59287,70000,62000,69000,77000,90000,145000,203900,200000,223500,248000,257000,271000,300000,332000,414000,451000,432800,444000,447000,355000,372000,484000,420200,400000,360000,440000,400000,430000,412300,410000,420000,365000,420000,452000,465000,423000,406800,308900,266300,281200,307000,285900,239600,278400,304400,217200,205700,212100,199200,206500,149600,200900,141400,129300,170900,164300,164300,164300,ZA,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_ZA,South Africa,Phosphate Fertilizer,118579,141887,160000,175000,184500,240000,375100,278700,320500,333500,334400,353300,348700,386200,392400,394300,403000,424800,444200,480000,510000,465500,420000,500000,445000,370000,330000,404000,375000,380000,339000,340000,351200,328200,373200,397700,378400,378800,391200,267900,249200,282700,286600,205300,174200,150500,199900,197300,186000,182000,190000,261100,194000,230900,174000,208200,196300,233800,233800,233800,ZA,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_ZA,South Africa,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,ZA,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_ES,Spain,Nitrogen Fertilizer,137527,153046,154646,234318,322611,371700,424900,494000,550600,592000,673000,723572,762678,721998,825388,883248,906020,929200,949651,959790,895624,851888,858007,980220,982201,987800,975300,935546,966709,869644,862156,655474,741860,788300,844700,881700,918500,898000,921000,813600,832700,772116,790871,761124,794693,715644,710298,628297,620177,714928,718130,748875,709999,691125,724247,703822,727980,754689,754689,754689,ES,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_ES,Spain,Phosphate Fertilizer,302888,313498,316332,318852,316615,355800,327500,356500,382200,487000,554000,576000,615000,606464,456200,592200,478900,493100,478000,497300,371579,449234,409829,463934,480696,429085,451100,418954,368174,292990,270555,296271,365200,421900,413300,333000,486000,530000,459000,439900,433400,382414,374933,354090,331152,310174,362369,292088,104324,299467,262606,269712,257090,190587,213801,205989,211302,203567,203567,203567,ES,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_ES,Spain,Potash Fertilizer,236324,209070,209708,281249,366100,463600,524300,539200,538700,524000,502000,513615,457267,380635,512355,566403,551800,662770,669350,691219,720948,620124,653500,662239,686512,728639,754051,754193,728737,642286,542612,628554,698248,683700,650000,680050,640000,496000,549000,550700,471000,407234,665316,709791,643475,580505,621309,571742,416670,445333,611341,679249,706283,699930,711991,698235,643876,677212,677212,677212,ES,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_LK,Sri Lanka,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,6300,38403,96981,57574,64302,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,LK,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_LK,Sri Lanka,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,2688,4364,4776,4366,4875,4413,4560,6173,8070,6500,6848,9117,5513,7201,8400,7522,8992,9500,8298,10247,8472,9824,10015,10545,10524,10734,11042,11897,10172,8861,10421,10000,10000,10000,16373.12,17261.24,16448.07,10352.99,13844.93,14452.14,14452.14,14452.14,LK,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_LK,Sri Lanka,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,LK,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_SD,Sudan,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,SD,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_SD,Sudan,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,SD,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_SD,Sudan,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,SD,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_SR,Suriname,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,SR,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_SR,Suriname,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,SR,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_SR,Suriname,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,SR,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_SE,Sweden,Nitrogen Fertilizer,58200,54716,70557,71257,95071,120270,139757,143787,144275,162967,177148,169528,178325,175554,169363,151081,175208,173043,171355,180149,170862,188166,193512,200601,196235,164270,163154,126255,156400,176041,132000,87000,98000,103000,123000,107000,103000,94000,99000,103000,64100,62900,57113,59226,53224,79600,79281,0,0,0,0,0,0,0,0,0,0,0,0,0,SE,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_SE,Sweden,Phosphate Fertilizer,113737,110211,114362,122214,122314,121591,131401,149611,142697,137288,165116,181357,175545,164372,144879,141883,145271,123452,128524,132234,119309,130000,140141,139942,112748,98961,120222,122148,85900,108045,72000,30000,26000,20000,18000,16000,15000,18000,9000,24000,24000,24000,24000,24000,24000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,SE,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_SE,Sweden,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SE,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_CH,Switzerland,Nitrogen Fertilizer,20000,29455,29145,27400,34300,37800,37500,36400,29000,25400,24900,26500,26400,29400,29400,31500,31300,32000,35100,32800,32500,30700,33500,34100,39600,35400,32000,33200,30200,26700,23000,21000,21165,14000,22000,13000,19000,18000,18000,15000,,,,,,,,,,,,,0,0,0,0,0,0,0,0,CH,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_CH,Switzerland,Phosphate Fertilizer,9500,13460,13460,12800,9000,5800,6500,5400,5000,6500,6500,6500,5000,3900,3600,3900,3700,3200,3300,3000,2800,2700,2300,2300,2000,1700,1600,2700,2400,2500,3070,2070,2000,,3000,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,CH,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_CH,Switzerland,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,CH,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_SY,Syrian Arab Republic,Nitrogen Fertilizer,,,,,,,,,,,3640,15600,9465,12500,26000,22048,24180,24960,20800,12624,36896,80016,104200,113440,119437,104053,34500,81268,108092,139000,15000,60700,56900,83400,48700,71300,68700,113212,103900,82000,150301,154520,131190,112497,129192,133478,140547,141927,134610,145820,154100,77550,23760,23760,0,0,0,0,0,0,SY,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_SY,Syrian Arab Republic,Phosphate Fertilizer,,,,,,,,400,400,500,500,747,306,,,,,,,,26316,53820,71000,87940,86477,79019,78200,30005,14883,21278,25000,1800,,,28000,91680,84200,96500,66100,112700,69000,85100,107617,103629,127818,118448,94228,99062,64808,80960,102580,32660,17480,17480,0,0,0,0,0,0,SY,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_SY,Syrian Arab Republic,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,SY,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_TJ,Tajikistan,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,20000,10000,14000,4100,4000,4000,4000,4000,4000,,,8000,8100,14858,11270,10580,0,0,0,0,0,0,0,0,0,0,0,0,TJ,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_TJ,Tajikistan,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TJ,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_TJ,Tajikistan,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TJ,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_TH,Thailand,Nitrogen Fertilizer,,,,,,906,8947,9000,8000,11507,10289,7723,7358,6722,4298,6852,8900,3500,,,,,,,,,,,,,,,,,,,56000,79000,70400,83000,93000,108000,108972,130875,110982,137200,137000,137000,137000,137000,100000,110000,106700,106500,108800,113600,147000,138600,138600,138600,TH,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_TH,Thailand,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43000,85000,70000,75000,80000,80000,51440,57150,57150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TH,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_TH,Thailand,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,TH,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_TG,Togo,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,TG,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_TG,Togo,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,TG,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_TG,Togo,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,TG,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_TO,Tonga,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TO,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_TO,Tonga,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TO,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_TO,Tonga,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TO,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_TT,Trinidad and Tobago,Nitrogen Fertilizer,25956,26000,30000,30000,37847,46539,72000,74000,75000,100000,94600,114300,67300,91100,44475,46314,42990,48832,43973,41029,23410,29938,22619,66921,156946,225540,217742,248300,223400,231800,240600,209800,242400,228600,263100,272900,277500,240700,276000,275300,236890,310223.08,297710.16,284938.72,344131.52,318967.68,326375.52,292560,314115.6,734938.08,743541.78,697572.24,646600.28,608273.26,695513.12,674884.18,661919.12,659105.88,746934.04,746934.04,TT,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_TT,Trinidad and Tobago,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TT,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_TT,Trinidad and Tobago,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TT,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_TN,Tunisia,Nitrogen Fertilizer,,,,,,,317,375,500,500,,,,,,5000,5000,5000,8900,47000,68700,73078,87123,124200,120110,160930,172808,197484,202100,201983,204900,201020,191700,170900,213955,223860,190400,225900,250400,253900,265900,305582.87,334202.91,279386.27,263567.55,266176.98,226288.1,226451.02,267852.46,324920.92,124827.98,186047.41,186124.1,191245.87,133651.44,132749.93,201199.27,149547.54,138621.26,138621.26,TN,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_TN,Tunisia,Phosphate Fertilizer,66000,71564,87551,97180,141244,145385,182550,183190,183190,188595,197985,195552,195611,201791,148141,173459,246424,251474,297800,408200,473800,447000,530095,488166,567395,701535,726010,746852,761764,663559,643300,705600,649000,719300,741700,788000,673300,782000,870600,884600,892400,973100,1014700,999300,906200,886800,852300,995900,859400,997200,397900,527700,665500,501000,312300,457800,403300,277300,277300,277300,TN,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_TN,Tunisia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TN,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_TM,Turkmenistan,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69600,104800,102600,105000,110000,110000,57000,60000,60000,60000,84000,79400,80200,165900,239100,250000,300000,335000,340000,340000,340000,283000,383000,485000,481200,510000,507000,610800,610800,TM,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_TM,Turkmenistan,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,35000,1400,2000,0,5000,5000,5000,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,32000,18000,10000,31200,20000,20000,TM,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_TM,Turkmenistan,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,21000,21000,TM,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_TR,Türkiye,Nitrogen Fertilizer,21529,30631,30780,32445,32035,32650,32171,34534,52215,81600,77800,145300,135000,146211,170547,210989,203161,363028,340242,671745,717728,723024,783055,759498,770000,712000,855300,854000,833075,1026135,851453,968750,1026960,701500,938800,923480,921600,922400,730862,479000,389991,651700,839321,807224,835865,649065,596764,612743,625072,768588,891695,867014,865777,821860,867370,775026,876701,979901,1143689,1469117,TR,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_TR,Türkiye,Phosphate Fertilizer,9669,30348,31961,26350,38080,35520,35080,46481,43507,60730,105600,124800,97000,225149,340832,356103,220146,268833,254787,563987,468881,518029,621470,580127,603800,587400,616300,641600,479741,537726,385764,527205,557000,344721,392102,424900,501800,491100,396600,327334,316092,311200,455450,396963,406244,365672,399987,352625,461905,531078,404739,382702,435441,487712,516038,492866,522848,468740,497642,761628,TR,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_TR,Türkiye,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99844,112870,TR,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_SU,USSR,Nitrogen Fertilizer,1168000,1414000,1759000,2099000,2712000,3188000,3753000,4177000,4509000,5423000,6055000,6533000,7209000,7806000,8467000,8531000,9025000,9220000,9074000,10155000,10581000,11593000,13014000,13328000,14223000,14996000,15007000,15614300,14272000,13084400,12102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SU,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_SU,USSR,Phosphate Fertilizer,1275000,1337000,1475000,2006000,2300000,2615000,2774000,2916000,3036000,3534000,3703000,4896000,4007000,4538000,5165000,5226000,5586000,5811000,5930000,6023000,6343000,6560000,6882000,7108000,7831000,8477000,8725000,9069000,8903000,8961000,7686000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SU,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_SU,USSR,Potash Fertilizer,1165000,1331000,1400000,1894000,2368000,2626000,2868000,3120000,3244000,4087000,4807000,5433000,5918000,6586000,7944000,8310000,8347000,8193000,6635000,8064000,8449000,8079000,9294000,9776000,10367000,10228000,10887900,11300300,10232600,9035200,8531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SU,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_UG,Uganda,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,UG,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_UG,Uganda,Phosphate Fertilizer,,820,1376,3500,5000,4602,5250,5250,4600,5900,5061,5000,4100,4000,850,4000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,UG,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_UG,Uganda,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,UG,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_UA,Ukraine,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543000,2215300,1966000,1830000,2083300,2001700,1687100,1910000,2129600,2068800,2249670,2423344.5,2293649,2571450,2486865,2921600,2815900,2076960,2088220,2765760,2757740,2222779,1626459,1431218,1510371.5,1068564,983471.5,983471.5,983471.5,UA,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_UA,Ukraine,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591000,324000,270000,294000,326500,299600,231100,211400,77100,42300,19600,26900,87100,110900,131300,127400,126900,25300,77300,97000,106500,53200,86700,44200,47600,8400,42500,42500,42500,UA,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_UA,Ukraine,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122200,88000,78000,55100,39300,52200,33600,11800,19300,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UA,metric tons,FAOSTAT,National,Annual Production
