ID,Country Name,Technology Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Country Code,Unit,Data Source,Spatial Scale,Metric
Phosphate Fertilizer_Annual Production_ER,Eritrea,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,ER,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_ER,Eritrea,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,ER,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_EE,Estonia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41900,16100,50928,55800,52300,41800,29300,40358,37878,39517,24264,34000,66601,100985,99350,96405,91750,9784,721,261,264,365,241.8,118.59,111.22,247.9,263.98,263.98,263.98,EE,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_EE,Estonia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22409,888,3500,1300,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EE,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_EE,Estonia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EE,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_ET,Ethiopia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,ET,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_ET,Ethiopia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,ET,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_ET,Ethiopia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,ET,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_FJ,Fiji,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,FJ,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_FJ,Fiji,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,FJ,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_FJ,Fiji,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,FJ,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_FI,Finland,Nitrogen Fertilizer,51065,45864,60336,77371,93590,111092,101190,100950,150513,193175,200876,242928,243556,252212,202047,190351,185437,246194,259504,266200,235700,262610,301913,302728,282000,287000,281200,281100,277610,268000,191900,224000,237000,235000,247000,231000,238000,227000,236000,253000,263000,267709.54,190123.83,251045.69,262213.12,229908.33,279459.64,305032.44,256052.27,312274,261087.29,298159.01,370900.61,203117.7,283410.19,250602.14,195806.73,195806.73,195806.73,195806.73,FI,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_FI,Finland,Phosphate Fertilizer,68162,71129,104901,95499,123520,159654,134111,165051,171477,191551,185614,213010,201560,215830,165198,148559,143517,165214,185699,159200,184619,216299,251227,250500,243300,246700,230600,216300,183300,171900,117200,127000,132000,130000,122000,105000,95000,96000,85000,86000,93000,126761.69,100000,86846.54,129402.32,121768,134010.33,95883.2,98881.08,110542.83,140244.72,156966.7,190075.65,159960.76,158621.26,150744.06,122448.92,144798.22,136753.16,130191.84,FI,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_FI,Finland,Potash Fertilizer,900,740,470,883,893,1152,1332,1344,1294,1222,1180,1375,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FI,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_FR,France,Nitrogen Fertilizer,772600,745859,912503,1081900,1066000,1223500,1239537,1367825,1313122,1351069,1416802,1476486,1642300,1694100,1361000,1462000,1470000,1781000,1780000,1640200,1553000,1583000,1728000,1779000,1628000,1704000,1540000,1675000,1572000,1524000,1636000,1333000,1524000,1493000,1490000,1616000,1484000,1436000,1422800,983000,1106000,1101414.37,1030127.14,1074917.74,985119.09,1430539.14,1792211.75,1553683.99,1360195.49,1358154.38,324190.98,345291.89,524849.62,279091.48,469045.1,361926.38,354212.38,579589.3,512493.36,0,FR,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_FR,France,Phosphate Fertilizer,811800,823000,983495,1217500,1217600,1333000,1309533,1373954,1324285,1450846,1577074,1611479,1693291,1708600,1258800,1490400,1560000,1357000,1364000,1351000,1300000,1199900,1230000,1168000,1023000,1000000,955000,940000,962000,921000,926000,693000,697000,323000,513000,558000,527600,489700,450300,318000,277000,157307,154079,135504,575443,699599,404286,459063,204974,371588,286279,242665,215163,230831,230831,230831,230831,230831,230831,0,FR,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_FR,France,Potash Fertilizer,1691900,1680300,1822619,1823800,1877100,1836600,1804042,1722937,1775401,1841856,1827047,1664480,2082404,2078500,1734000,1567100,1704300,1831300,1915300,1932800,1726000,1601400,1685000,1729000,1719000,1549000,1564000,1411000,1199400,1292400,1129000,1141000,890000,870000,802000,751000,665300,417100,311300,321000,244200,130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FR,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_PF,French Polynesia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,PF,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_PF,French Polynesia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,PF,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_PF,French Polynesia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,PF,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_GA,Gabon,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,GA,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_GA,Gabon,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,GA,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_GA,Gabon,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,GA,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_GM,Gambia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GM,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_GM,Gambia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GM,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_GM,Gambia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GM,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_GE,Georgia,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75900,58600,34000,42500,53700,76300,55300,93900,100000,39100,83000,76903,94075,110403,127478,131822,131178.72,130050.74,142913.64,164300.58,156316.51,161345.68,163686.17,161707.4,122969.63,137415.56,169716.38,173567.14,178651.36,GE,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_GE,Georgia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GE,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_GE,Georgia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GE,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_DE,Germany,Nitrogen Fertilizer,1442281,1538353,1609438,1623243,1767223,1845373,1895111,1988942,2012654,1899750,1709031,1898778,1883765,2010047,1797292,2065951,2143245,2164501,2350575,2379444,2074858,1933401,2079480,2154092,2195355,2271331,2349998,2300747,2134000,1165000,1095000,1191000,1131000,1167000,1174000,1269000,1125000,1175000,1250000,1039500,1066394,1256291,1120999,1160639,1253773,1185726,1504452,961882,1224687,1279619,1145336,1306175,1316100,1316100,1253300,1371485.41,1321606.8,1486440.58,1508707.29,1408090.08,DE,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_DE,Germany,Phosphate Fertilizer,895956,981201,1100021,1147669,1180507,1201791,1230197,1267907,1314507,1375325,1390163,1395424,1364824,1321499,1076311,1156697,1125198,1108522,1145482,1056413,919136,849900,867246,800500,745461,688800,653194,638866,540893,294000,250000,224000,130000,19000,110000,203000,194000,184000,185000,50000,37000,59958,128762,66019,50956,34774,44025,14500,15000,3000,15000,20000,39500,51500,63600,46500,44700,63500,63500,63500,DE,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_DE,Germany,Potash Fertilizer,3710700,3648469,3917805,4151512,4332270,4194596,4337614,4556966,4638893,4824066,4913268,4955679,5094928,5522896,4867447,5378166,5674382,5862615,6099177,6123413,5746343,5660265,5996455,6091974,5845234,5545960,5829517,5778314,5335500,4967300,3902000,3525000,2860000,3286000,3278000,3334000,3423100,3582000,3545000,3409000,3550000,3201163,3472321,3222980,3395293,3362168,2893608,2408016,1874683,2465621,2622311,2727420,2968400,3053100,3055000,2759005.25,2849186.17,2524999.66,2413966.29,2530171.58,DE,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_GH,Ghana,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,GH,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_GH,Ghana,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,GH,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_GH,Ghana,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,GH,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_GR,Greece,Nitrogen Fertilizer,,,13800,46534,51924,131620,116735,126763,146047,177015,194474,240287,262985,264100,288460,273021,278100,310740,320000,311300,306849,363700,399700,426000,436500,406800,412800,425500,426100,419400,377700,341000,292000,317000,275000,316000,240000,231000,214000,249900,240000,110771,209625,110771,93051,45171,35117,31970,21961,80421,207705,119737,98237.47,128936.1,163168.85,106637.01,197665.88,107946.4,89425.22,148207.88,GR,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_GR,Greece,Phosphate Fertilizer,50450,54084,58934,65344,74648,116205,128915,134338,121224,104404,129624,152744,163714,170900,186915,173000,180300,207500,188900,170400,143355,166700,193700,196500,208500,194000,200700,206300,207100,210700,202100,164000,107000,114000,146000,162000,125000,115000,114000,98000,93000,91000,83720,124452,101516,45171,35117,31970,21961,94492,113258,67979,75680.35,90606.95,98578.95,91415.68,150824.04,85191,71134.1,125464.5,GR,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_GR,Greece,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GR,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_GT,Guatemala,Nitrogen Fertilizer,,,,,,,,,,,,,,,3000,6000,6400,6603,2000,11400,8900,12400,8000,9000,10000,10000,6213,7000,7000,7000,8000,8500,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,GT,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_GT,Guatemala,Phosphate Fertilizer,,,,,,,,,,,,,,2000,2000,6000,5400,4500,2000,5700,7500,,9000,10000,10000,10000,6200,7000,7000,7000,7000,1900,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,GT,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_GT,Guatemala,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,GT,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_GN,Guinea,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,GN,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_GN,Guinea,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,GN,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_GN,Guinea,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,GN,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_GY,Guyana,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,GY,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_GY,Guyana,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,GY,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_GY,Guyana,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,GY,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_HN,Honduras,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,HN,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_HN,Honduras,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,HN,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_HN,Honduras,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,HN,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_HU,Hungary,Nitrogen Fertilizer,67657,72329,79297,91956,148800,167208,184676,245082,300141,350286,377454,373921,424243,416200,436020,548948,572425,612451,639741,651002,690701,670833,699802,687780,700477,666617,692357,548300,573300,428600,231800,161900,192550,238500,219678,260890,251400,213500,278700,289600,272800,210134,205301,266070,311302,302000,222968,212387,229268,233354,300576,249222,294404.6,341921.14,341921.14,341921.14,341921.14,341921.14,341921.14,341921.14,HU,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_HU,Hungary,Phosphate Fertilizer,55871,73845,88368,99931,117100,131000,152742,155865,169725,167219,174355,180816,189938,198509,206010,207900,196300,238800,224700,216000,233600,223500,233300,220400,192400,223100,244000,230400,217000,127300,40900,5415,15800,13200,26000,28500,26500,20000,25000,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HU,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_HU,Hungary,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HU,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_IS,Iceland,Nitrogen Fertilizer,7129,7380,6492,6657,6478,8527,8121,8153,8157,7705,7631,8170,9674,7315,8982,10657,10046,9695,10022,9002,8825,8000,6100,11968,11600,11600,10000,9640,10320,10142,12971,10735,10000,11500,8736,12333,12000,11500,12000,12000,87,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,IS,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_IS,Iceland,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,IS,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_IS,Iceland,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,IS,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_IN,India,Nitrogen Fertilizer,154299,194194,219072,243230,237889,309000,402600,563000,730600,832500,949200,1054500,1049900,1186600,1508000,1862400,1999800,2173000,2224300,2163900,3143300,3429700,3491500,3917233,4322800,5412111,5486155,6723718,6745192,6993116,7301511,7430842,7257963,7961053,8728137,8592302,10083072,10477278,10872845,10942800,10766775,10391719,10468657,11205586,11218193,10934856,10400408,10430846,11376729,12087720,12192878,12159007,12408600,12433700,13475900,13376800,13422600,13336800,13722200,13744500,IN,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_IN,India,Phosphate Fertilizer,65400,88300,107800,131000,118800,145700,207100,213200,223700,228100,290300,330300,324500,331200,319700,484300,679800,792000,780600,858500,967100,1002060,1083678,1336900,1448682,1682376,1689600,2304841,1818548,2076902,2584268,2340236,1897623,2530408,2615708,2595592,3079504,3194124,3447700,3748618,3858100,3802117,3541900,3945642,4092561,3251948,2704779,2390806,3215435,4303880,4380901,3847045,3965700,4118900,4425800,4552700,4724400,4590500,4790700,4737200,IN,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_IN,India,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_ID,Indonesia,Nitrogen Fertilizer,,,15000,46000,46000,41000,44000,42100,39300,45267,48185,59856,81473,120826,207500,184200,396100,694044,874826,958426,970566,940294,1077189,1304300,1731800,1836000,1978900,2032700,2368953,2461800,2408400,2406000,2478630,2542200,2822000,2986400,2992600,2899100,2842400,2853000,2548785,1974661,2119780,2309142,2875658,2808307,2947267,3182809,3599348,3536584,3605437,3781955,3634209.84,3680263.27,3778013.87,3546273.83,3805696.75,4022317.13,4137667.66,4292829.87,ID,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_ID,Indonesia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,55206,219757,257209,265598,366900,469400,463200,513774,554418,552200,551100,588800,500300,437000,542300,541000,325200,355000,282900,235200,299752,193300,237097,254669,526620,318134,345063,307735,349787,355103,543248,507010,490864,621815,617420.27,591648.38,579689.39,628594.77,713303.81,681259.86,659061.58,661392.37,ID,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_ID,Indonesia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ID,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_IR,Iran (Islamic Republic of),Nitrogen Fertilizer,,,9000,13000,15800,25000,27000,23000,26100,30900,86200,142830,130765,131025,125700,136214,124026,72344,93200,71000,21400,22207,23906,13890,22400,72498,99640,115800,307300,376200,451000,572000,467400,466136,500100,688800,727800,863700,713200,725496,735958,963082.28,950811.38,931657.28,971530.54,1081184.81,850324.42,1190218.81,1203181.34,1334870.73,1395631.27,1781295.83,1651464.05,1320919.35,1613275.23,1439611.08,1826568,1826568,1826568,1826568,IR,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_IR,Iran (Islamic Republic of),Phosphate Fertilizer,,,,,,,,,,,36700,62400,89070,82800,83260,108991,91439,67896,46000,30400,2600,6969,3882,,,,6440,1800,49800,80500,161000,184500,108700,110000,82500,136100,93300,113600,100300,136180,151752,193524.52,198834.7,207645.35,229722.38,273572.7,0,121598.25,9264.74,5710.61,0,25374.42,15380.63,93075.21,24206.48,86304.13,0,0,0,0,IR,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_IR,Iran (Islamic Republic of),Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7504,348,69284.18,98181.99,59317.88,138065.35,149716.51,110775.1,64990.52,25379.09,30955.75,26974.81,37513.27,0,16521.6,8324.01,0,0,0,0,0,IR,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_IQ,Iraq,Nitrogen Fertilizer,,,,,,,,,,6000,10677,26198,28124,33600,24300,25332,125460,165800,387000,355000,,,26000,31000,68800,79400,81400,364000,539400,242000,95000,130000,218000,218000,218000,235000,235000,235000,238000,238000,530000,523300,30000,98454,138940,151720,110220,149300,141220,96600,128800,123280,135240,47464.94,31392.98,114212.4,114212.4,114212.4,114212.4,114212.4,IQ,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_IQ,Iraq,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,5000,166000,203000,299000,303000,316000,407000,331500,207000,30000,80000,90000,90000,90000,90000,90000,90000,90000,90000,132500,119600,30000,20000,24450,15900,18140,22240,,,,2300,27140,4095,2138.4,2755.44,2755.44,2755.44,2755.44,2755.44,IQ,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_IQ,Iraq,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IQ,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_IE,Ireland,Nitrogen Fertilizer,,,,,28000,34000,45000,55000,60300,78600,87500,84800,94500,97000,100000,100000,120000,65500,102200,190000,205000,249000,253000,238000,244000,255400,285900,252000,296700,279000,305000,307000,315000,320000,307000,288000,326000,311000,277000,188400,280000,208000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IE,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_IE,Ireland,Phosphate Fertilizer,64308,71141,72728,69330,82702,85000,100000,110000,120000,114000,118000,136200,154800,90500,89100,78600,95200,49700,41600,44000,37300,13600,15300,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IE,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_IE,Ireland,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IE,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_IL,Israel,Nitrogen Fertilizer,16122,20090,21984,22800,24605,24790,25920,27630,29545,26860,32410,33740,43820,51890,59070,56455,68095,79500,76070,62286,62430,74138,81650,80500,79000,75600,74000,66300,67000,66000,76400,63900,75000,65000,75000,76000,88000,87000,83500,89400,74750,91718.23,80736.97,97489.73,79189.93,85094.42,81782.75,97267.52,39783.44,92511.55,48408.21,56049.99,55644.57,58785.36,42460.45,31726.43,31726.43,31726.43,31726.43,31726.43,IL,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_IL,Israel,Phosphate Fertilizer,13561,11328,12205,12650,12850,14065,21470,13740,16615,16315,18750,17610,17210,19015,32790,35770,46785,29550,35835,41356,38405,58000,96300,119000,127800,120000,160000,147000,181000,200000,185000,210000,190000,190000,216000,222000,244000,250000,272300,300000,249100,283052.47,316488.9,350511.88,352616.92,427780.19,412328.77,451268.78,250692.92,404478.27,381879.21,378731.4,449324.76,386592.18,400880.33,404003.94,378524.36,398180.47,387095.17,346872.42,IL,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_IL,Israel,Potash Fertilizer,85095,101626,120048,228000,314760,297070,329400,343430,434930,575840,552050,621590,514840,653920,712480,644770,683200,675758,791800,811800,884900,945960,942000,1127000,1138600,1240000,1252000,1218400,1301000,1296000,1250000,1206000,1342000,1260000,1326000,1500000,1488000,1668000,1701600,1747800,1774400,1730698.07,1709310.29,2012490.38,1762014.57,1296221.22,2056274.64,2101847.39,974575.67,2162059.62,2095569.34,1815776.78,1865150,2138297.62,1457610.25,1930932,2230429.26,2288125.02,2081322.15,2162248.9,IL,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_IT,Italy,Nitrogen Fertilizer,688747,725408,773528,836340,904883,950113,1095845,1088460,960301,955814,1034191,1045519,1129300,1131442,970028,985312,1037100,1382696,1462199,1335393,1149863,1132487,1095982,1332779,1242401,1144859,1279019,1297085,1168586,862000,917300,991000,654000,621000,660000,535000,537000,463000,397000,428000,423000,400200,483828,609629,425187,256142.4,78564,315982.4,249826.4,146061.4,108403.6,177367,292928.4,246106.8,253789.6,339186.6,287388.2,287388.2,287388.2,287388.2,IT,metric tons,FAOSTAT,National,Annual Production
