Country Name,Technology Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Data Source,Unit,Metric,Country Code,Spatial Scale,ID
Netherlands,Capture Fisheries,225800.0,260700.0,224700.0,271300.0,272300.0,266700.0,260600.0,228900.0,209700.0,217300.0,214800.0,225500.0,232100.0,230736.0,227142.0,238422.0,211669.0,203716.0,205951.0,226279.0,263460.0,370224.0,414496.0,442196.0,435742.0,438364.0,416381.0,412206.0,397246.0,421351.0,406242.0,407166.0,432971.0,461757.0,420052.0,438093.0,410798.0,451800.0,536625.0,514611.0,495774.0,518163.0,464036.0,526281.0,521636.0,555606.0,513079.0,487592.0,440291.0,386942.0,434419.0,370089.07,347263.93,327437.0,371313.0,384464.0,370125.0,500104.0,411675.0,320270.0,305087.0,,World Bank,metric tons,Annual production,NL,National,Capture Fisheries_Annual production_NL
New Caledonia,Capture Fisheries,400.0,400.0,800.0,1200.0,1000.0,1000.0,900.0,500.0,500.0,500.0,500.0,500.0,500.0,800.0,868.0,973.0,883.0,3042.0,2963.0,2629.0,3349.0,2448.0,3384.0,2958.0,3670.0,3358.0,4459.0,5243.0,3962.0,3230.0,4927.0,4309.0,3437.0,2904.0,3459.0,2894.0,3195.4,2562.7,3256.3,3250.1,3482.4,3499.0,3457.9,3552.5,3853.0,3467.0,3333.0,3704.7,3919.0,3862.0,4027.0,3993.48,3885.46,3907.0,4245.0,4654.0,3885.0,3694.0,3128.77,3737.23,3326.6,,World Bank,metric tons,Annual production,NC,National,Capture Fisheries_Annual production_NC
New Zealand,Capture Fisheries,49489.0,50134.0,47215.0,48146.0,42657.0,46607.0,54118.0,59171.0,57851.0,49243.0,58803.0,64900.0,56168.0,64184.0,67502.0,63005.0,68979.0,77826.0,97889.0,117386.0,154365.0,167304.0,169149.0,195627.0,207998.0,202984.0,208170.0,240969.0,276804.0,316107.0,351703.0,386324.0,470251.0,433017.0,452590.0,556723.0,425441.0,648917.0,648029.1,600188.0,553459.0,569836.0,588649.0,550929.0,546072.0,545460.01,476798.01,494692.01,452534.33,439762.4,436593.37,430337.99,441930.24,444066.91,442371.62,433812.29,424940.88,431143.13,408010.77,412627.89,364507.09,,World Bank,metric tons,Annual production,NZ,National,Capture Fisheries_Annual production_NZ
Nicaragua,Capture Fisheries,4000.0,4000.0,4000.0,5000.0,5000.0,5600.0,7000.0,8000.0,8700.0,9500.0,9800.0,9400.0,11200.0,13900.0,8689.0,10778.0,10513.0,13914.0,15900.0,9121.0,6996.0,5944.0,5000.0,4548.0,4339.0,4164.0,2465.0,4983.0,4654.0,4582.0,3088.0,5709.0,6683.0,7886.0,10653.0,9679.0,13720.0,13937.0,15184.0,19837.0,22519.0,20033.0,19558.0,15654.0,19668.0,28239.0,32198.0,27316.0,31312.0,37853.0,40978.0,33527.0,33783.99,40979.0,54364.0,41534.0,45023.0,50982.0,54553.99,51311.0,49703.0,,World Bank,metric tons,Annual production,NI,National,Capture Fisheries_Annual production_NI
Niger,Capture Fisheries,3400.0,4200.0,6000.0,9000.0,6300.0,5000.0,5000.0,3700.0,4300.0,3000.0,2400.0,5400.0,16400.0,16200.0,15050.0,9142.0,4715.0,7372.0,8783.0,8934.0,8892.0,8208.0,6840.0,3251.0,2991.0,1993.0,2337.0,2269.0,2479.0,4722.0,3318.0,3124.0,2456.0,2162.0,2516.0,3616.0,4156.0,6328.0,7013.0,11000.0,16250.0,20800.0,23560.0,55860.0,51466.0,50018.0,29835.0,29728.0,29960.0,29884.0,40000.0,53173.0,46500.0,45000.0,47000.0,27000.0,34592.0,25195.0,31042.0,40058.0,46000.0,,World Bank,metric tons,Annual production,NE,National,Capture Fisheries_Annual production_NE
Nigeria,Capture Fisheries,56505.0,52837.0,62869.0,63703.0,82740.0,94376.0,107016.0,116155.0,116696.0,112237.0,152090.0,241303.0,242211.0,246186.0,252706.0,251640.0,255498.0,256849.0,258506.0,262971.0,255265.0,253849.0,263156.0,265470.0,257414.0,237461.0,266117.0,254806.0,268883.0,274609.0,308981.0,252340.0,301327.0,238409.0,266202.0,349482.0,337993.0,387923.0,463024.0,455628.0,441377.0,452146.0,481056.0,475162.0,465251.0,523182.0,552323.0,530420.0,601368.0,598210.0,616981.0,635486.0,668754.0,721355.0,759828.0,710331.0,734731.0,916283.97,878155.0,825013.25,783101.68,,World Bank,metric tons,Annual production,NG,National,Capture Fisheries_Annual production_NG
North Macedonia,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,164.0,196.0,208.0,78.0,130.0,131.0,135.0,208.0,128.0,148.0,162.0,213.0,271.0,147.0,177.0,166.0,222.0,236.0,268.0,249.0,334.0,282.0,350.0,122.0,87.0,140.0,399.5,472.88,,World Bank,metric tons,Annual production,MK,National,Capture Fisheries_Annual production_MK
Northern Mariana Islands,Capture Fisheries,100.0,150.0,150.0,150.0,150.0,200.0,200.0,200.0,200.0,200.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,145.0,143.0,143.0,98.0,245.0,345.0,241.0,311.0,218.0,227.0,258.0,175.0,133.0,153.0,147.0,178.0,193.0,249.0,264.0,255.0,192.0,336.0,406.0,296.0,172.0,169.0,214.0,221.0,219.0,168.0,192.0,129.66,98.46,106.53,158.12,146.14,103.17,98.84,118.58,114.29,97.27,97.38,,World Bank,metric tons,Annual production,MP,National,Capture Fisheries_Annual production_MP
Norway,Capture Fisheries,1386242.0,1526110.0,1321110.0,1387712.0,1607390.0,2308641.0,2866895.0,3250563.0,2804048.0,2490563.0,2982617.0,3102485.0,3204036.0,3014959.0,2668746.0,2552937.0,3416921.0,3542408.0,2709374.0,2761041.0,2527793.0,2687298.0,2634880.0,2949720.0,2576309.0,2217619.0,2024215.0,2067226.0,1922054.0,1971978.0,1799942.0,2202684.0,2620116.0,2584737.0,2551184.0,2709144.0,2821618.0,3054740.0,3040985.0,2806076.0,2891791.0,2862152.0,2923116.0,2702012.0,2672699.0,2546500.0,2401781.0,2514659.0,2583895.25,2693500.41,2838470.07,2442576.51,2282646.45,2241396.58,2450364.12,2452205.1,2201293.54,2558752.97,2665068.3,2478585.84,2603574.11,,World Bank,metric tons,Annual production,NO,National,Capture Fisheries_Annual production_NO
Oman,Capture Fisheries,55000.0,55000.0,60000.0,60000.0,60000.0,65000.0,70000.0,70000.0,70000.0,70000.0,92000.0,114000.0,136000.0,158000.0,180000.0,198850.0,197984.0,175000.0,152000.0,129000.0,106000.0,83650.0,89376.0,108766.0,105200.0,101180.0,96353.0,136140.0,165676.0,119224.0,119783.0,116454.0,109218.0,105772.0,118572.0,139861.0,121618.0,118995.0,106171.0,108809.0,120421.0,129907.0,142669.0,138481.0,165016.0,157326.0,147668.0,151744.0,151910.0,158551.0,163927.0,158566.0,191563.0,206169.0,211037.0,257022.0,279588.0,347539.0,554558.0,579186.0,793418.95,,World Bank,metric tons,Annual production,OM,National,Capture Fisheries_Annual production_OM
Pakistan,Capture Fisheries,82647.0,79726.0,80367.0,92123.0,109088.0,121058.0,162802.0,164585.0,169037.0,183716.0,191124.0,188911.0,228962.0,246784.0,194561.0,200289.0,206779.0,269225.0,278829.0,286479.0,256642.0,285388.0,294111.0,334361.0,363514.0,399803.0,409466.0,407769.0,428087.0,427314.0,453787.0,491638.0,520641.0,587645.0,519193.0,508891.0,518782.0,574643.0,580088.0,640455.0,598743.0,540804.0,534670.0,499366.0,494829.0,449993.0,506473.0,453295.0,470665.0,459058.0,455514.0,457738.99,479974.0,484646.01,480123.0,509478.99,516356.02,536925.99,504810.01,488503.0,492783.0,,World Bank,metric tons,Annual production,PK,National,Capture Fisheries_Annual production_PK
Palau,Capture Fisheries,500.0,500.0,600.0,600.0,1866.0,3370.0,3386.0,4106.0,5756.0,5462.0,8882.0,2943.0,2319.0,3150.0,7608.0,7069.0,6136.0,4883.0,10602.0,6699.0,7516.0,10276.0,5053.0,1041.0,1037.0,1204.0,1132.0,1187.0,1268.0,1347.0,1075.0,1092.0,1499.0,1236.64,1085.0,1414.09,1068.45,911.0,951.0,960.0,1271.0,1084.0,1027.0,1047.0,1079.0,1430.9,967.0,1141.82,1168.2,1034.0,967.0,1000.2,905.0,887.0,864.0,848.0,818.0,3455.0,3887.61,4692.12,776.0,,World Bank,metric tons,Annual production,PW,National,Capture Fisheries_Annual production_PW
Panama,Capture Fisheries,11000.0,11500.0,15300.0,14100.0,25900.0,39700.0,73100.0,72300.0,71900.0,36800.0,58890.0,78750.0,70156.0,114959.0,88762.0,116932.0,185334.0,239736.0,140067.0,166251.0,216631.0,144418.0,119023.0,166227.0,133507.0,290547.0,144731.0,162926.0,118674.0,182077.0,130299.0,164286.0,172900.0,185084.0,185609.0,203880.0,150607.0,162833.0,203456.0,122045.0,227596.0,276769.0,256302.0,230114.0,215374.0,264503.0,263606.0,222601.0,230648.0,239371.0,182079.0,171022.59,179657.06,200276.37,161211.46,143811.9,148747.86,146832.49,175544.78,231666.69,187704.9,,World Bank,metric tons,Annual production,PA,National,Capture Fisheries_Annual production_PA
Papua New Guinea,Capture Fisheries,12200.0,12200.0,13100.0,15200.0,15200.0,15800.0,15300.0,15400.0,15800.0,16500.0,15628.0,30668.0,27271.0,45600.0,50027.0,34774.0,50671.0,27555.0,52224.0,34488.0,44620.0,46509.0,17589.0,15387.0,17663.0,25921.0,25815.0,26072.0,26519.0,26090.0,26555.0,26090.0,26530.0,25936.69,26451.31,39421.66,38009.45,46448.43,78596.55,55875.37,110108.38,125263.88,141600.41,177328.56,242999.37,254573.49,253548.7,247890.15,222826.51,230659.72,226361.95,199876.33,257621.93,241601.04,257241.04,234978.77,322268.47,328086.47,333508.43,286923.94,217797.47,,World Bank,metric tons,Annual production,PG,National,Capture Fisheries_Annual production_PG
Paraguay,Capture Fisheries,600.0,600.0,600.0,700.0,700.0,700.0,700.0,800.0,1000.0,1400.0,1800.0,2200.0,2500.0,2700.0,2700.0,2800.0,2900.0,3000.0,3100.0,3200.0,3300.0,3350.0,3400.0,3500.0,5000.0,7500.0,13000.0,10000.0,10000.0,11000.0,12490.0,12990.0,17925.0,19000.0,20000.0,21000.0,22000.0,28000.0,28000.0,28000.0,28000.0,25000.0,24200.0,23400.0,22600.0,21800.0,21000.0,20200.0,19400.0,18600.0,17800.0,17000.0,17000.0,17000.0,17000.0,17000.0,17000.0,17044.25,17110.55,16940.46,16975.0,,World Bank,metric tons,Annual production,PY,National,Capture Fisheries_Annual production_PY
Peru,Capture Fisheries,3502700.0,5216500.0,6884300.0,6822000.0,9037700.0,7385400.0,8712500.0,10057700.0,10444400.0,9147500.0,12484200.0,10507100.0,4678282.0,2295681.0,4125826.0,3415158.0,4343363.0,2503377.0,3443075.0,3652262.0,2708773.0,2716951.0,3512981.0,1569049.0,3316913.0,4130750.0,5614057.0,4583668.0,6637153.0,6849480.0,6869174.0,6898233.0,7502785.0,9005020.0,11999387.0,8937755.0,9515355.0,7869871.0,4346073.0,8428601.0,10658577.0,7991712.0,8771365.0,6093924.0,9611945.0,9393488.0,7020925.0,7221330.0,7408317.0,6933455.0,4305975.0,8254957.0,4852760.0,5876493.0,3599053.0,4843860.0,3828751.0,4185193.0,7208637.48,4851310.01,5675209.23,,World Bank,metric tons,Annual production,PE,National,Capture Fisheries_Annual production_PE
Philippines,Capture Fisheries,437596.0,437548.0,467367.0,528408.0,582491.0,649959.0,694517.0,737472.0,885729.0,865196.0,1001552.0,1017976.0,1121113.0,1203416.0,1260246.0,1337280.0,1235403.0,1343596.0,1366790.0,1346656.0,1382569.0,1425121.0,1495962.0,1663423.4,1602262.0,1569142.7,1626241.5,1667263.4,1680237.4,1763810.4,1851203.0,1926482.0,1923217.0,1862867.0,1873627.0,1888512.0,1817838.0,1835682.0,1869495.0,1894739.0,1920017.0,1961552.0,2045093.0,2184208.0,2235028.0,2293481.0,2341380.49,2520508.0,2550700.0,2513836.0,2502872.0,2220780.0,2206570.32,2201842.58,2249191.27,2153987.0,2027025.5,1889153.23,1820679.71,1830164.66,1914854.37,,World Bank,metric tons,Annual production,PH,National,Capture Fisheries_Annual production_PH
Poland,Capture Fisheries,175911.0,176822.0,173016.0,217937.0,254341.0,287757.0,324613.0,328215.0,394282.0,394942.0,459628.0,507249.0,531014.0,565133.0,665636.0,786442.0,736485.0,646861.0,569398.0,589349.0,630783.0,608898.0,596400.0,722833.0,700369.0,658198.0,626401.0,651648.0,628026.0,539440.0,448292.0,428627.0,481775.0,395406.0,438032.0,429372.0,342793.0,348913.0,242010.0,235724.0,217682.0,225064.0,223440.0,180399.0,192108.0,155247.0,145479.0,151820.0,142496.0,223893.0,189722.0,198308.0,198385.0,214170.0,191598.0,205428.0,218115.0,226396.0,222704.0,211443.0,206390.3,,World Bank,metric tons,Annual production,PL,National,Capture Fisheries_Annual production_PL
Portugal,Capture Fisheries,489781.0,517403.0,533385.0,558368.0,601929.0,566142.0,522863.0,583153.0,527556.0,480338.0,477581.0,453661.0,458300.0,492151.0,442442.0,387734.0,352501.0,313662.0,259480.0,250760.0,275522.0,268787.0,259099.0,253335.0,305246.0,321517.0,402853.0,386698.0,343260.0,331481.0,332692.0,330855.0,300482.0,295781.0,270130.0,267814.0,265434.0,227807.0,228792.0,212607.0,192120.0,194464.0,203418.0,212817.0,222556.0,221082.0,229837.0,256683.0,224446.0,199165.0,223546.0,216159.0,198738.0,196558.0,183664.0,190100.0,186545.0,182615.0,178270.0,185049.08,159947.96,,World Bank,metric tons,Annual production,PT,National,Capture Fisheries_Annual production_PT
Puerto Rico,Capture Fisheries,3100.0,3100.0,3300.0,3300.0,2900.0,2800.0,2500.0,2500.0,2200.0,2200.0,2100.0,2200.0,2100.0,2000.0,2000.0,2275.0,2663.0,2881.0,3197.0,3597.0,2557.0,1784.0,2202.0,2655.0,2354.0,1496.0,1327.0,1191.0,1611.0,1867.0,1949.0,2115.0,2046.0,2162.0,2583.0,3749.0,3043.0,3672.0,3785.0,3799.0,5454.0,5043.0,3237.0,3786.0,3342.0,3561.0,2806.0,2305.0,2423.0,2312.0,1180.03,1490.1,1881.76,1912.39,1810.39,1825.85,1851.46,1555.66,1640.93,1515.3,1579.69,,World Bank,metric tons,Annual production,PR,National,Capture Fisheries_Annual production_PR
Qatar,Capture Fisheries,800.0,800.0,1000.0,1000.0,1000.0,1300.0,1300.0,1500.0,1500.0,1500.0,1500.0,1500.0,2000.0,2200.0,2047.0,1989.0,2400.0,2433.0,2200.0,2200.0,2178.0,2604.0,2331.0,2114.0,3173.0,2484.0,1980.0,2678.0,3086.0,4374.0,5702.0,8136.0,7845.0,6994.0,5086.0,4271.0,4739.0,5032.0,5279.0,4397.0,7140.0,8864.0,7155.0,11295.0,11134.0,13935.0,16376.0,15190.0,17688.0,14064.0,13760.0,12985.0,11275.0,12006.0,16213.0,15203.0,14516.0,15358.0,14669.0,17130.0,15086.6,,World Bank,metric tons,Annual production,QA,National,Capture Fisheries_Annual production_QA
Romania,Capture Fisheries,24300.0,24400.0,19700.0,22600.0,19990.0,23731.0,22633.0,30666.0,26492.0,30597.0,43959.0,50252.0,55579.0,74218.0,95909.0,104308.0,89824.0,115559.0,102346.0,144536.0,138930.0,152997.0,191992.0,210427.0,187333.0,195223.0,223582.0,224188.0,216938.0,177550.0,92784.0,95473.0,70761.0,13819.0,22251.0,49275.0,18259.0,8446.0,9061.0,7843.0,7372.0,7609.0,6980.0,9890.0,5095.0,6053.0,6663.0,6183.0,5410.0,4020.0,2688.0,3254.0,3960.0,5218.0,6248.0,9307.0,12728.0,14998.0,11179.0,10927.4,7972.88,,World Bank,metric tons,Annual production,RO,National,Capture Fisheries_Annual production_RO
Russian Federation,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8032507.0,8069956.0,7398958.0,6731255.0,5447574.0,4374849.0,3711635.0,4322374.0,4694422.0,4688734.0,4485264.0,4166960.0,4027370.0,3638827.0,3244064.0,3291224.0,2953369.0,3207876.0,3295920.0,3484225.0,3393966.0,3831957.0,4075796.0,4261516.0,4337952.79,4366230.92,4266059.01,4464131.46,4773470.53,4873829.59,5119477.13,4983420.15,5081017.06,,World Bank,metric tons,Annual production,RU,National,Capture Fisheries_Annual production_RU
Rwanda,Capture Fisheries,500.0,500.0,500.0,500.0,700.0,700.0,700.0,800.0,800.0,800.0,900.0,900.0,800.0,1000.0,1368.0,1198.0,1008.0,1325.0,715.0,954.0,1200.0,955.0,1210.0,1212.0,786.0,906.0,1485.0,1630.0,1290.0,1472.0,2350.0,3503.0,3644.0,3500.0,3400.0,3300.0,2952.0,4428.0,6641.0,6433.0,6726.0,6828.0,7000.0,7400.0,7826.0,6816.0,7711.0,9186.0,11587.0,11552.0,13000.0,16994.0,18980.0,22390.0,25159.0,29334.0,25013.0,25000.0,23977.0,20910.2,29979.0,,World Bank,metric tons,Annual production,RW,National,Capture Fisheries_Annual production_RW
Samoa,Capture Fisheries,500.0,600.0,600.0,600.0,600.0,600.0,700.0,700.0,700.0,700.0,900.0,900.0,900.0,900.0,900.0,1000.0,1100.0,1250.0,1090.0,1890.0,1990.0,3095.0,4020.0,3820.0,3720.0,3641.0,3186.0,3076.0,2500.0,2530.0,1505.0,1595.0,2436.0,1986.0,2591.0,4094.0,4410.0,7867.0,9364.0,8562.0,8595.0,8613.0,10881.0,9703.0,9934.0,9836.0,12435.0,14091.0,13899.0,13279.0,12840.0,11452.0,11960.89,11253.0,7553.0,8701.33,8808.0,10853.0,9741.59,11212.82,9956.37,,World Bank,metric tons,Annual production,WS,National,Capture Fisheries_Annual production_WS
San Marino,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,World Bank,metric tons,Annual production,SM,National,Capture Fisheries_Annual production_SM
Sao Tome and Principe,Capture Fisheries,500.0,700.0,600.0,500.0,800.0,900.0,800.0,900.0,800.0,800.0,800.0,900.0,800.0,800.0,600.0,600.0,646.0,889.0,1175.0,1618.0,1847.0,2158.0,2688.0,4012.0,4444.0,3988.0,2833.0,2798.0,3391.0,3575.0,3867.0,2576.0,2406.0,2845.0,4106.0,4300.0,4620.0,3546.0,3600.0,3650.0,3700.0,3692.0,3820.0,4005.0,4141.0,4197.0,4323.0,4449.0,4575.0,4701.0,4837.0,6185.05,7482.71,8782.53,10001.39,11440.8,11719.7,9514.8,6006.55,4273.56,5617.47,,World Bank,metric tons,Annual production,ST,National,Capture Fisheries_Annual production_ST
Saudi Arabia,Capture Fisheries,10000.0,16200.0,18300.0,19600.0,17700.0,18600.0,20200.0,22100.0,21100.0,22000.0,21700.0,22300.0,23800.0,26400.0,23600.0,23000.0,23300.0,22800.0,24950.0,24460.0,24775.0,28570.0,31820.0,35300.0,38490.0,43696.0,45498.0,47748.0,45732.0,47150.0,40630.0,40289.0,45910.0,48022.0,54612.0,45692.0,47709.0,49395.0,51291.0,46700.0,49080.0,55331.0,57211.0,55440.0,55418.0,60421.0,65485.0,66221.0,68898.0,67664.0,65145.0,64481.0,65170.0,71946.0,68660.0,68130.0,68082.0,68000.0,68776.0,67510.8,61942.51,,World Bank,metric tons,Annual production,SA,National,Capture Fisheries_Annual production_SA
Senegal,Capture Fisheries,76200.0,82600.0,85900.0,87500.0,97600.0,106600.0,111700.0,118076.0,114976.0,118981.0,120965.0,134482.0,152839.0,192841.0,218010.0,226512.0,217582.0,216550.0,221096.0,225146.0,232381.0,227080.0,231847.0,262960.0,250320.0,244946.0,257904.0,251921.0,264966.0,290339.0,315154.0,328731.0,373380.0,386132.0,359887.0,366312.0,439209.0,483468.0,429531.0,440926.0,436005.0,431252.0,398040.0,469284.0,434525.0,399848.0,368388.0,412360.0,428298.0,446200.0,409714.99,427134.55,461077.17,469595.59,458530.41,425330.01,474162.09,534939.62,484654.69,516141.27,451748.34,,World Bank,metric tons,Annual production,SN,National,Capture Fisheries_Annual production_SN
Serbia,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2632.0,2535.0,3153.0,3846.0,4807.0,5384.0,4798.0,5040.0,3593.0,3150.0,2067.0,2209.0,2082.0,2547.0,1932.0,,World Bank,metric tons,Annual production,RS,National,Capture Fisheries_Annual production_RS
Seychelles,Capture Fisheries,1800.0,2000.0,2000.0,2000.0,2000.0,2000.0,2500.0,2500.0,2500.0,2500.0,3000.0,3000.0,3000.0,3000.0,3500.0,3950.0,4010.0,4600.0,5400.0,4957.0,4676.0,5221.0,4045.0,3938.0,3734.0,4118.0,4542.0,3900.0,4343.0,4412.0,5437.0,8150.0,6663.0,5178.0,4469.0,4008.0,4707.0,14043.0,23886.0,34223.0,32778.0,53591.0,63383.0,86020.0,100671.0,108680.0,92739.0,65514.0,69199.0,81114.0,87111.0,75481.0,68687.04,74012.67,75399.39,105353.24,127546.43,142651.12,146623.53,142167.31,132415.9,,World Bank,metric tons,Annual production,SC,National,Capture Fisheries_Annual production_SC
Sierra Leone,Capture Fisheries,20000.0,22800.0,26000.0,28100.0,29900.0,32600.0,32200.0,33600.0,23500.0,25500.0,31050.0,31150.0,51052.0,66976.0,68503.0,68597.0,55546.0,55547.0,52457.0,57592.0,48988.0,49860.0,51935.0,50086.0,51667.0,52421.0,52213.0,52106.0,52173.0,52107.0,56536.0,65741.0,68510.0,66288.0,62439.0,64870.0,67304.0,72628.0,63065.0,59407.0,74730.0,75210.0,82990.0,95926.0,132440.0,142993.0,144146.0,139535.0,197582.0,199000.0,200000.0,202000.0,203500.0,205000.0,206477.0,202100.0,202100.0,202100.0,202100.0,202100.0,200630.0,,World Bank,metric tons,Annual production,SL,National,Capture Fisheries_Annual production_SL
Singapore,Capture Fisheries,9200.0,9700.0,11500.0,12500.0,10400.0,11000.0,18500.0,18200.0,17300.0,17000.0,18300.0,15200.0,15600.0,18500.0,19236.0,17560.0,16397.0,15105.0,16110.0,16868.0,15991.0,16022.0,19076.0,19267.6,25140.6,22692.9,20157.0,15053.0,13281.0,10668.0,11491.0,11099.0,9201.0,9304.0,11301.0,10102.0,9943.0,9250.0,7733.0,6489.0,5371.0,3342.0,2769.0,2085.0,2173.0,1920.0,3103.0,3522.0,1623.0,2121.0,1732.0,1618.0,1969.0,1645.0,1433.0,1265.0,1234.0,1110.0,1309.74,1417.69,1417.69,,World Bank,metric tons,Annual production,SG,National,Capture Fisheries_Annual production_SG
Sint Maarten (Dutch part),Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,,World Bank,metric tons,Annual production,SX,National,Capture Fisheries_Annual production_SX
Slovak Republic,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1185.0,1627.0,1950.0,1414.0,1364.0,1361.0,1396.0,1368.0,1531.0,1746.0,1646.0,1603.0,1693.0,1718.0,1994.0,1655.0,1761.0,1608.0,1935.0,1945.0,1986.0,1944.0,1971.0,1866.0,1870.0,1937.0,1853.0,1736.0,,World Bank,metric tons,Annual production,SK,National,Capture Fisheries_Annual production_SK
Slovenia,Capture Fisheries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3905.0,2284.0,2346.0,2167.0,2367.0,2367.0,2228.0,2027.0,1856.0,1827.0,1686.0,1282.0,1023.0,1227.0,1133.17,1112.45,881.71,1035.26,941.0,890.61,485.19,400.22,410.5,343.39,310.52,280.07,263.74,281.36,312.02,,World Bank,metric tons,Annual production,SI,National,Capture Fisheries_Annual production_SI
Solomon Islands,Capture Fisheries,4000.0,4000.0,5000.0,5000.0,5300.0,5300.0,7300.0,7400.0,7400.0,7400.0,8500.0,13511.0,17005.0,15924.0,19676.0,16940.0,26284.0,22863.0,29192.0,35431.0,34866.0,34728.0,32518.0,46014.59,48801.74,43363.0,56743.39,43556.22,51602.07,50145.79,41404.36,63005.77,47107.72,43623.03,47509.3,64181.41,52445.45,61289.49,60726.59,54557.6,19564.34,24538.36,26252.55,36699.22,35045.67,30171.14,39525.66,32150.18,27457.7,28652.6,37544.66,38720.16,38892.07,36708.88,70717.31,67995.99,65572.36,50038.0,62734.11,68438.88,41016.67,,World Bank,metric tons,Annual production,SB,National,Capture Fisheries_Annual production_SB
Somalia,Capture Fisheries,4500.0,4500.0,4500.0,4500.0,4500.0,4600.0,4600.0,4700.0,5000.0,5000.0,5600.0,5700.0,5800.0,5900.0,5980.0,10350.0,8268.0,9830.0,8384.0,10984.0,14330.0,9823.0,9030.0,11495.0,19939.0,16767.0,18655.0,19996.0,20327.0,21546.0,22695.0,23800.0,25750.0,27750.0,29850.0,32400.0,30200.0,28000.0,25800.0,28650.0,24150.0,31900.0,29000.0,30000.0,30000.0,25000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,,World Bank,metric tons,Annual production,SO,National,Capture Fisheries_Annual production_SO
South Africa,Capture Fisheries,879000.0,1036600.0,1088300.0,1195114.0,1253206.0,1351309.0,1369292.0,1701900.0,2132600.0,1887100.0,1277950.0,1214550.0,1188004.0,1423825.0,1477287.0,1413944.0,1210300.0,1020500.0,1039469.0,1011195.0,866037.0,879395.0,838116.0,948726.0,757915.0,798408.0,842825.0,1446125.0,1322958.0,887827.0,545584.0,507296.0,701638.0,570375.0,527902.0,582449.0,450180.0,526064.0,574378.0,605457.0,664267.0,782717.0,793664.0,840624.0,911731.0,825109.0,629034.0,690857.0,655915.0,523352.0,640656.0,544964.0,719247.42,430865.74,609246.99,572335.0,622090.02,529925.67,570386.14,449115.37,602703.02,,World Bank,metric tons,Annual production,ZA,National,Capture Fisheries_Annual production_ZA
